id,news
0,رئیس‌جمهور ازبکستان در دیدار با رئیسی: از هر نوع همکاری با ایران استقبال می‌کنیمبه گزارش خبرگزاری فارس، آیت الله سید ابراهیم رئیسی رئیس‌جمهور در حاشیه پانزدهمین اجلاس سران سازمان همکاری اقتصادی اکو در دیدار «شوکت میرضیایف» رئیس جمهور ازبکستان، ظرفیت‌های کشورهای منطقه برای تعمیق روابط را فرصتی مناسب برای این کشورها دانست و تاکید کرد: در شرایط کنونی جهان، همکاری کشورهای منطقه بسیاری از تهدیدها را به فرصت تبدیل می‌کند و با حضور فعال کشورهای منطقه دیگر جایی برای دخالت کشورهای بیگانه نیست.آیت الله رئیسی توسعه روابط با ازبکستان را دارای اهمیت دانست و با اشاره به حجم مبادلات اقتصادی دو کشور تاکید کرد: وزرای خارجه ایران و ازبکستان باید نقشه راه همکاری‌های بلندمدت را ترسیم کنند.افغانستان یکی دیگر از موضوعات گفت‌وگوی روسای جمهور دو کشور بود که در آن بر استقرار دولت فراگیر با حضور همه مردم، اقوام و گروه‌های افغانستانی و نیز برقراری صلح و امنیت پایدار در این کشور تاکید شد.شوکت میرضیایف رئیس جمهور ازبکستان نیز در این دیدار با تقدیر از رویکرد فعال ایران در منطقه گفت: صلح و ثبات در این منطقه با مشارکت کشورهای بومی محقق می‌شود و ازبکستان از هر نوع همکاری با ایران استقبال می‌کند.رئیس جمهور ازبکستان ظرفیت‌های اقتصادی و مبادلات دو کشور را بستر مناسبی برای توسعه روابط دانست و خواهان افزایش سطح حجم تبادلات تجاری دو کشور شد.
28,طراحی سامانه کنترل و مهار شن در چاه‌های نفت و گازبه گزارش خبرگزاری مهر به نقل از ‌صندوق نوآوری و شکوفایی، روح‌الله آهنگران، مدیرعامل یک شرکت دانش بنیان گفت: در این شرکت، توانایی ارائه خدمات گسترده و یکپارچه مانند طراحی و مهندسی، تهیه و تأمین کالا، ساخت تجهیزات و خدمات رانش و نصب در میادین نفت و گاز را داریم.وی با بیان اینکه تولید یکی از مهمترین ابزارهای استراتژیک صنعت نفت تحت عنوان «ویپ استاک» در این شرکت یکی از افتخارات ما بوده، گفت: بنا داریم آویزه‌های آستری چرخشی را که از جمله پیشرفته‌ترین تجهیزات درون چاهی کاربردی برای افزایش ظرفیت میادین نفتی کشور هستند را به تولید برسانیم.به گفته آهنگران، با اتکا به تخصص و تجربه شرکت، فعالیت جدی خود را در جهت تکمیل خدمات یکپارچه، خدمات جانبی چاه‌های نفت و گاز از قبیل مانده‌یابی و سیستم کنار گذر چاه‌ها ( ویپ استاک)، مسدودکننده ها و... ادامه می‌دهیم.مدیرعامل شرکت اظهار کرد: تاکنون در این شرکت بیش از ۵۰۰ دستگاه «ویپ استاک» را به تولید رسانده ایم.وی با بیان اینکه تکنولوژی سیستم‌های مهار شن انحصارا در اختیار کشورهای آمریکای شمالی، ایران و چین است، گفت: استفاده از این دستگاه، منجر به حفظ مزایای کلیه سیستم‌های کنترل شن، می شود که اکنون با استفاده از نمونه ایرانی آن، باعث جلوگیری از واردات خواهیم شد.
30,زلزله ۴.۳ ریشتری حوالی سرپل ذهاب را لرزاندبه گزارش خبرنگار مهر، زلزله‌ای ۴.۳ ریشتری در عمق ۱۱ کیلومتری زمین حوالی سرپل ذهاب را لرزاند.این زمین لرزه ساعت ۱۹:۴۱ بعد از ظهر امروز یکشنبه ۷ آذرماه، حوالی سرپل ذهاب گزارش شده است.این زلزله به طول جغرافیایی ۴۵.۷ و عرض جغرافیایی ۳۴.۳۹ در ۱۶ کیلومتری سرپل ذهاب، ۱۸ کیلومتری قصر شیرین و ۳۳ کیلومتری گیلانغرب رخ داده است.گفتنی است، تاکنون از خسارات ناشی از این زلزله اخباری نرسیده است.
78,امیرعبداللهیان در گفت‌وگوی تلفنی با بورل گفت: غرب ابتکار عمل واقعی خود را در خاتمه دادن به تحریم‌ها ارائه و به تکرار شعارهای قبلی و ناقض حقوق و منافع ملت ایران پایان دهد.
98,ایران در راستای قرارداد با ونزوئلا برای صادرات میعانات گازی به این کشور و دریافت نفت خام، چهارمین محموله میعانات گازی خود را به این کشور تحویل داد.
103,باید برند شرکت ملی نفتکش احیاء شودباید برند شرکت ملی نفتکش احیاء شودمدیرعامل شرکت ملی نفتکش گفت: برند ان آی تی سی به عنوان یکی از بزرگ‎ترین شرکت‎‌های کشتیرانی نفتی دنیا، باید احیا شده و هیچ گونه خدشه‌ ‎ای بر این برند قابل تحمل نیست.به گزارش خبرگزاری مهر، حسین شیوا مدیرعامل شرکت ملی نفتکش ایران به همراه مدیران ارشد این شرکت، در سومین هفته کاری خود بعد ازانتصاب به عنوان مدیرعامل، با عزیمت به منطقه عملیاتی عسلویه و بازدید از کشتی‌های این منطقه، پای صحبت‌های دریانوردان این شرکت نشست.مدیرعامل شرکت ملی نفتکش ایران با بیان اینکه ارتقای وضعیت نیروی انسانی شرکت، یکی از مهمترین اولویت‎‌های کاری تیم مدیریتی جدید محسوب می‌شود، بیان کرد: از همان ابتدای حضور در شرکت ملی نفتکش ایران، بنا را بر این گذاشتم که به صورت متناوب و در دوره‌های زمانی مختلف، با حضور در میان دریانوردان ناوگان به صورت مستقیم و بی‎واسطه با آنان به گفت‎وگو بنشینم و در این راستا در سومین هفته کاری خود در جمع صمیمانه شما حاضر شدم.شیوا، حفظ و ارتقای کرامت انسانی پرسنل را خط قرمز خود عنوان نموده و گفت: کرامت انسانی پرسنل و دریانوردان ابعاد مختلفی دارد. از بهبود تعامل مدیریت با دریانوردان گرفته تا نحوه برخورد و رفتار پرسنل ستادی با این عزیزان و همچنین بهبود رفاهیات و تسهیلات مختلف، همگی در زمره اولویت‌های ارتقای کرامت انسانی پرسنل و دریانوردان محسوب می‌شود.عضو هیأت مدیره شرکت ملی نفتکش ایران توجه به ابعاد مختلف زندگی دریانوردان و خانواده‌های آنان را از دیگر عناصر لازم بهبود کرامت انسانی پرسنل عنوان نمود.وی با بیان اینکه برندینگ و تعالی سازمان باید در زمره اهداف و اولویت‎‌های همه پرسنل شرکت باشد، ادامه داد: برند ان آی تی سی به عنوان یکی از بزرگ‌ترین شرکت‎‌های کشتیرانی نفتی دنیا، باید احیا شده و هیچ گونه خدشه ‎ای بر این برند قابل تحمل نیست.مدیرعامل شرکت ملی نفتکش ایران، توجه به خودباوری را گام مهمی در این مسیر دانست و افزود: تیم مدیریتی جدید وظیفه دارد که انگیزه پرسنل و دریانوردان را برای احیای برندینگ شرکت ملی نفتکش ایران بالا ببرد.
115,سیاست توجه به همسایگان جواب داده استسیاست توجه به همسایگان جواب داده استرئیس‌جمهور گفت: معتقدم سیاست همسایگی جواب داده است و ما باید همچنان بر سیاست همسایگی پافشاری کنیم، موضوع ارتباط ما با همسایگان مسئله بسیار مهمی است.به گزارش خبرنگار مهر، حجت‌الاسلام سیدابراهیم رئیسی در بدو ورود به تهران و پس از انجام سفری یک روزه به عشق‌آباد، پایتخت ترکمنستان که برای شرکت در اجلاس سران سازمان همکاری‌های اقتصادی (اکو) به این کشور سفر کرده بود، در تشریح دستاوردهای این سفر، در جمع خبرنگاران، اظهار کرد: در این سفر دیدارهایی با رؤسای جمهور شرکت‌کننده در اجلاس داشتیم و استفاده از زمینه‌های موجود ظرفیت‌های دو کشور برای توسعه روابط اقتصادی و تجاری و مسائل فیمابینی که با کشورهای مختلف داشتیم، بحث و تبادل نظر شد.وی افزود: موضوع محوری که هم در اجلاس و هم در سخنان دوجانبه مطرح شد و نگرانی از آن نیز وجود دارد، موضوع افغانستان بود، افغانستان مسئله‌ای بود که همواره مورد تأکید اعضا قرار داشت، در مذاکرات نشست‌های دوجانبه، نگرانی‌های اعضای شرکت‌کننده در اجلاس نسبت به مسئله افغانستان مطرح شد.رئیس‌جمهور ادامه داد: هم در دیدارهای دوجانبه و هم در اجلاس سران، تأکید شد که حتماً باید در افغانستان حکومتی فراگیر حاکم شود، به نحوی که بتواند همه اقوام و گروه‌های سیاسی افغانستان را نمایندگی کند؛ این می‌تواند هم برای افغانستان امنیت‌ساز باشد و هم نگرانی همسایگان این کشور را مرتفع کند.رئیسی با اشاره به بخش‌های دیگر سفرش به ترکمنستان، گفت: از بخش‌های دیگر سفر، مسئله دیدار با رئیس‌جمهور ترکمنستان بود، مسئله اولی که این دیدار مطرح شد، موضوع ترانزیت بود، این مسئله مدت‌ها بین دو کشور به دلیل مسائل کرونایی و یا شرایط دیگری، متوقف شده بود، در این دیدار مسئله ترانزیت حل و قرار شد که مشکل ترانزیت از سوی ترکمنستان برطرف، تا ارتباط ما با کشورهای منطقه نیز تسهیل شود.وی اضافه کرد: موضوع دوم در این دیدار، اتصال گاز طبیعی از طریق ایران به ترکمنستان بود که با این واسطه ارتباط ما با ترکمنستان دچار وقفه شده بود، خوشبختانه در این سفر نه تنها موضوع گاز مطرح شد، بلکه بحث تولید گاز توسط وزیر نفت و وزیر ترکمنستانی به یک قرارداد منتهی و این قرارداد امضا شد؛ فکر می‌کنیم با انعقاد این قرارداد مشکل ارتباط‌مان با ترکمنستان در موضوع گاز برطرف شده و نگرانی وجود نداشته باشد، این هم از نکاتی بود که انجام شد که از موفقیت‌های سفر است.رئیس‌جمهور افزود: ارزیابی ما از سفری که به تاجیکستان و همین طور ترکمنستان داشتیم، این است که مسائلی بین جمهوری اسلامی ایران و برخی کشورها وجود دارد که در این نشست‌هایی که انجام شد، بسیاری از مسائل مورد حل وفصل قرار گرفت.رئیسی به ذکر مثالی از سفر به تاجیکستان اشاره و تصریح کرد: امروز که بررسی می‌کردیم، از سفری که ما به دوشنبه، پایتخت تاجیکستان، تا الان داشتیم، ارتباط تجاری و اقتصادی‌مان با این کشور، قریب به ۳ برابر افزایش پیدا کرده و این تازه مقدمات کار است و بعد از این هم آثار آن مشخص خواهد شد.وی تأکید کرد: معتقدم سیاست همسایگی جواب داده است و ما باید همچنان بر سیاست همسایگی پافشاری کنیم، موضوع ارتباط ما با همسایگان مسئله بسیار مهمی است و ظرفیت بسیاری در کشورهای همسایه ما وجود دارد که باید مورد توجه قرار گیرد.رئیس‌جمهور ادامه داد: حتماً باید بتوانیم ارتباطاتی که بازرگانان و فعالان اقتصادی ما با این کشورها دارند را از نظر سیاسی تسهیل کنیم، در واقع فعالان اقتصادی ما باید بتوانند فعالیت خودشان را به طور کامل داشته باشند.رئیسی خاطرنشان کرد: امروز ساعت ۷ صبح نشستی در سفارت جمهوری اسلامی ایران با تجار و بازرگانان ایرانی فعال در ترکمنستان داشتیم، متوجه شدم که مشکلات زیادی دارند و این مشکلات همین امروز در اولین اقدامی که درباره قرارداد گازی صورت گرفت و منجر به احیای روابط ایران و ترکمنستان شد، مورد حل و فصل قرار گرفت.
116,آمادگی ایران برای همکاری با ازبکستان در راستای مبارزه با تروریسمآمادگی ایران برای همکاری با ازبکستان در راستای مبارزه با تروریسمرئیس‌جمهور گفت: جمهوری اسلامی ایران آمادگی دارد در همه زمینه‌ها از جمله اقتصادی، حمل‌ و نقل، انرژی و مبارزه با تروریسم سطح روابط و همکاری‌های خود را با ازبکستان ارتقا بدهد.به گزارش خبرگزاری مهر به نقل از پایگاه اطلاع‌رسانی ریاست‌جمهوری حجت‌الاسلام سید ابراهیم رئیسی در حاشیه پانزدهمین اجلاس سران سازمان همکاری اقتصادی اکو در دیدار «شوکت میرضیایف»، رئیس جمهور ازبکستان، ظرفیت‌های کشورهای منطقه برای تعمیق روابط را فرصتی مناسب برای این کشورها دانست و تأکید کرد: در شرایط کنونی جهان، همکاری کشورهای منطقه بسیاری از تهدیدها را به فرصت تبدیل می‌کند و با حضور فعال کشورهای منطقه دیگر جایی برای دخالت کشورهای بیگانه نیست.وی افزود: جمهوری اسلامی ایران آمادگی دارد در همه زمینه‌ها از جمله اقتصادی، حمل و نقل، انرژی و مبارزه با تروریسم سطح روابط و همکاری‌های خود را با ازبکستان ارتقا بدهد.رئیس‌جمهور توسعه روابط با ازبکستان را دارای اهمیت دانست و با اشاره به حجم مبادلات اقتصادی دو کشور تأکید کرد: وزرای خارجه ایران و ازبکستان باید نقشه راه همکاری‌های بلندمدت را ترسیم کنند.افغانستان یکی دیگر از موضوعات گفتگوی رؤسای جمهور دو کشور بود که در آن بر استقرار دولت فراگیر با حضور همه مردم، اقوام و گروه‌های افغانستانی و نیز برقراری صلح و امنیت پایدار در این کشور تأکید شد.«شوکت میرضیایف»، رئیس‌جمهور ازبکستان نیز در این دیدار با تقدیر از رویکرد فعال ایران در منطقه گفت: صلح و ثبات در این منطقه با مشارکت کشورهای بومی محقق می‌شود و ازبکستان از هر نوع همکاری با ایران استقبال می‌کند.رئیس‌جمهور ازبکستان ظرفیت‌های اقتصادی و مبادلات دو کشور را بستر مناسبی برای توسعه روابط دانست و خواهان افزایش سطح حجم تبادلات تجاری دو کشور شد.
118,دیپلماسی در دولت مردمی در خدمت منافع ملی استدیپلماسی در دولت مردمی در خدمت منافع ملی استسخنگوی دولت با بیان اینکه با نگاه ویژه به همسایگان، میدان روابط خارجی دیگر محدود به چند کشور خاص نیست، نوشت: دیپلماسی در دولت مردمی در خدمت منافع ملی است. به گزارش خبرگزاری مهر، علی بهادری‌جهرمی سخنگوی دولت با اشاره به قرارداد سه‌جانبه سوآپ گازی بین ایران، آذربایجان و ترکمنستان، با انتشار مطلبی در حساب کاربری خود در توئیتر نوشت: دیپلماسی در دولت مردمی در خدمت منافع ملی است. با قرارداد گازی سه‌جانبه بین ایران، ترکمنستان و آذربایجان که نتیجه نگاه متوازن به همه ظرفیت‌ها در سیاست خارجی است، معادل گاز پنج استان ایران تأمین خواهد شد.سخنگوی دولت تصریح کرد: با نگاه ویژه به همسایگان، میدان روابط خارجی دیگر محدود به چند کشور خاص نیست.
119,امنیت پایدار گاز مناطق شمالی کشور تامین شدامنیت پایدار گاز مناطق شمالی کشور تامین شد  در سومین ماه از فعالیت دولت سیزدهم شاهد اولین قرارداد بین المللی ایران در حوزه انرژی هستیم که به موجب این قرارداد امنیت پایدار گاز ایران در مناطق شمالی تامین شد.به گزارش خبرنگار خبرگزاری مهر شامگاه هفتم آذر ماه سال ۱۴۰۰ قرارداد سوآپ گازی ایران و ترکمنستان به منظور انتقال این گاز به آذربایجان در سفر رئیس جمهور به ترکمنستان توسط وزرای نفت ایران، ترکمنستان و آذربایجان امضا شد.این قرارداد نخستین قرارداد بین المللی دولت سیزدهم پس از گذشت حدود ۳ ماه از آغاز به کار این دولت است که نشان از احیای روابط دیپلماتیک در حوزه انرژی دارد.براساس این قرارداد سالانه بین یک و نیم تا ۲ میلیارد متر مکعب گاز از ترکمنستان وارد خط لوله شمالی کشور شده و به جمهوری آذربایجان تحویل داده می‌شود. که این مسئله می‌تواند موجب پایداری گاز در فصل سرما در استان‌های شمالی کشور شود.همچنین قرارداد سوآپ گازی می‌تواند برای کشور درآمدزایی نیز داشته باشد به طوریکه ایران بعد از انتقال این گاز به جمهوری آذربایجان مبلغی را به عنوان سوآپ فی دریافت می‌کند.برخی از کارشناسان بین المللی حوزه انرژی معتقد هستند در صورت ادامه واردات گاز ترکمنستان و انتقال آن به کشورهای همسایه غربی از جمله ترکیه ایران نقش هاب گازی منطقه را ایفا کند زیرا یکی بزرگترین خطوط انتقال گاز در جهان در ایران احداث شده است.از طرف دیگر قرارداد سوآپ گازی ترکمنستان به ایران می‌توانند منجر به تنش زدایی و بهبود روابط دیپلماتیک ایران با دو کشور ترکمنستان و جمهوری آذربایجان شود که این موضوع نشان از هوشمندی سیاستمداران ایران می‌دهد.عملیات سوآپ به این معنا است که ترکمنستان گازی را با حجم و کیفیت مشخص در نقطه صفر مرزی در منطقه شمال شرقی کشور تحویل ایران می‌دهد و ایران مشابه همان گاز را از لحاظ کیفیت و حجم باید در نقطه صفر مرزی جمهوری آذربایجان به این کشور تحویل دهد.
