id,news
5, خبرگزاری دولت: طرف‌ اروپایی قصد ارائه پیش‌نویس جدید در برابر پیشنهاد ایران در مذاکرات را نداردخبرگزاری دولت: طرف‌ اروپایی قصد ارائه پیش‌نویس جدید در برابر پیشنهاد ایران در مذاکرات را نداردایرنا، خبرگزاری رسمی دولت نوشت: آخرین هشدار اروپایی ها نسبت به از دست رفتن عنصر زمان است. اما همین بند به تنهایی کافیست که نشان دهد طرف‌ اروپایی بنایی برای ارائه پیش‌نویس جدید در برابر پیشنهاد ایران در مذاکرات ندارد. چراکه اولا شرط ارائه پیش‌نویس رعایت مبانی مشترک دو طرف است و اگر چنین نباشد پیشنهاد برای دستیابی به توافق محسوب نمی‌شود. در ثانی ارائه پیش‌نویس جدید در قالب ائتلاف ۱+۴ به ایران با وجود اختلافات داخلی اعضا چندان گزینه مطلوبی به شمار نمی‌رود.
6,وزیر خارجه آمریکا: به دلیل جدی نبودن تهران، ما به این دور از گفتگوها پایان بخشیدیموزیر خارجه آمریکا: به دلیل جدی نبودن تهران، ما به این دور از گفتگوها پایان بخشیدیم«آنتونی بلینکن» وزیر خارجه آمریکا مدعی شد «چیزی که طی روزهای اخیر شاهد آن بودیم این بود که ایران درباره آن چیزی که برای بازگشت به تعهدات ضروری است، جدی نبوده و همین موضوع دلیل آن بود که ما به این دور از گفت‌وگوها در وین پایان بخشیدیم».
9, مکرون: مذاکرات وین موفقیت آمیز نبود / به احتمال زیاد این مذاکرات در کوتاه مدت از سر گرفته نشودمکرون: مذاکرات وین موفقیت آمیز نبود / به احتمال زیاد این مذاکرات در کوتاه مدت از سر گرفته نشودامانوئل ماکرون، رئیس‌جمهور فرانسه روز جمعه گفت به نظر می‌رسد دور کنونی مذاکرات هسته‌ای با ایران در وین موفقیت‌آمیز نبوده است.
11,ترویج فرهنگ اهدای عضو نیازمند کار بیشتر استبه گزارش خبرگزاری مهر، امید قبادی، در رابطه با وضعیت فرهنگ سازی حوزه اهدای عضو در ایران، افزود: کشور ما در حال حاضر برای رسیدن به وضعیت مطلوب در بحث اهدا یک سوم مسیر را طی کرده است.وی بر نوع دوستی بالای مردم ایران تاکید کرد و با اشاره به اینکه مردم ایران ظرفیت بالایی در پذیرش این امر انسان دوستانه داشته و دارند، ادامه داد: اگر هنوز به وضعیت مطلوب نرسیده ایم بخش زیادی به خاطر کم کاری در حوزه فرهنگ سازی و آشنا نبودن مردم با مفهوم مرگ مغزی مساوی با مرگ است.قبادی در پاسخ به سوالی مبنی بر اینکه کدام عضو پیوندی بیشتر در ایران مورد نیاز است، گفت: به دلیل رایج بودن دو بیماری فشار خون و دیابت در ایران و عوارض ناشی از این بیماری‌ها که از بین رفتن کلیه است، نیاز به پیوند این عضو در بیماران لیست انتظار ایران بیشتر است.وی با اشاره به اهمیت رضایت گرفتن سریع در نجات دو عضو قلب و ریه، تأکید کرد: این دو عضو زودتر از سایر اعضا بعد از مرگ مغزی از بین می‌روند بنابراین آگاه‌سازی وسیع‌تر مردم و شناخته شده‌تر شدن این نوع مرگ، در سرعت رضایت گیری تأثیرگذار خواهد بود.
15,واکنش عجولانه بازار ارز به نتیجه مذاکرات/ سفته بازان و رسانه های بیگانه در صدد تحریک انتظارات صعودیواکنش عجولانه بازار ارز به نتیجه مذاکرات/ سفته بازان و رسانه های بیگانه در صدد تحریک انتظارات صعودیقیمت دلار امروز و در واکنش به پایان دور جدید مذاکرات احیای برجام در حالی صعودی شده است که به اعتقاد کارشناسان احتمال بروز شوک ناگهانی به بازار ارز کشور بسیار بعید است.
17,واشنگتن‌فری بیکن: آمریکا معافیت عراق برای واردات انرژی از ایران را تمدید کردواشنگتن فری‌بیکن: آمریکا معافیت عراق برای واردات انرژی از ایران را تمدید کردمنابع خبری گزارش دادند که آمریکا معافیت عراق از تحریم‌های تحمیل‌شده ضد ایران، جهت خرید برق از این کشور را به‌مدت ۱۲۰ روز دیگر تمدید کرده است.
19,آمریکایی‌ها همچنان به دنبال تقویت پایگاه‌های نظامی خود در عراقآمریکایی‌ها همچنان به‌دنبال تقویت پایگاه‌های نظامی خود در عراقیکی از کارشناسان امور امنیتی عراقی از تحرکات آمریکا در راستای تقویت پایگاه‌های نظامی خود در عراق سخن گفت و آن را در تضاد با اظهارنظرها درباره خروج این نیروها دانست.
31,3 عضو هیأت مدیره پرسپولیس صدری را مدیرعامل معرفی کردندبه گزارش خبرنگار ورزشی خبرگزاری فارس، پس از استعفای جعفر سمیعی از مدیرعاملی باشگاه پرسپولیس در روز 16 شهریور مجید صدری به عنوان سرپرست این باشگاه توسط اعضای هیأت مدیره سرخ‌پوشان معرفی شد. در شرایطی که حدود 9 روز تا پایان زمان سه ماهه سرپرستی صدری در باشگاه پرسپولیس باقیمانده سه عضو هیأت مدیره این باشگاه یعنی محمد فیاض، غلامعلی محمدعلیپور و محمداسد مسجدی بدون برگزاری جلسه با نامه‌ای به وزیر ورزش صدری را به عنوان مدیرعامل پرسپولیس معرفی کردند.البته طبق پیگیری خبرنگار ورزشی خبرگزاری فارس سه عضو هیأت مدیره این نامه را برای حمید سجادی ارسال کردند و صدری که اکنون به عنوان رئیس هیأت مدیره مشغول فعالیت است نقشی در این تصمیم‌گیری نداشته است. حال باید دید وزیر ورزش که پیش از این از اعضای هیأت مدیره پرسپولیس درخواست کرده بود گزینه خود را برای مدیرعاملی این باشگاه اعلام کنند چه زمانی تکلیف مدیریت پرسپولیس را مشخص می‌کند.
47,به گزارش خبرنگار گروه علم و آموزش ایرنا، وزیر بهداشت درمان و آموزش پزشکی در این آئین که با حضور حجت ‌الاسلام مصطفی رستمی رییس نهاد نمایندگی مقام معظم رهبری در دانشگاه، رییس سازمان عقیدتی سیاسی وزارت دفاع، مقامات وزارت دفاع، فرمانده ستاد مقابله با کرونا در کلان‌شهر تهران و رییس دانشگاه آزاد همراه بود در سخنانی ضمن تقدیر از برگزارکنندگان این آیین افزود: در واقع این نخستین آیین پاسداشت شهید فخری زاده از سوی جامعه دانشگاهیان است.بهرام عین اللهی با اشاره به ترور ناجوانمردانه شهیدفخری زاده از سوی دشمنان این مرز و بوم اظهار کرد: هدف اصلی آنها در واقع صدمه زدن به مغزهای متفکر نظام اسلامی است.وی با تاکید بر ضرورت توجه هرچه بیشتر به جامعه نخبگان خاطرنشان کرد: در حالی که در حماسه هشت سال دفاع مقدس ما هیچ تجربه‌ای نسبت به درمان مجروحان شیمیایی نداشتیم، این نخبگان بودند که توانستند از دانش و تجربیات ارزنده خود این پدیده را درمان کنند.وزیر بهداشت با بیان اینکه امروزه نسل جوان پرشور است و دشمن این نسل جوان را مورد تهاجم قرار داده است، گفت: حضور جوانان ایرانی در کمک به مسیر واکسیناسیون جامعه در حقیقت لایحه های پنهان جوانان مومن و انقلابی را نشان داد.وی اضافه کرد: این نوع جریان‌ها واقعیت کشور ماست و نباید گول دشمن را بخوریم. این جوانان امروز به دنبال الگو هستند و شهید فخری‌زاده یکی از این الگوهای جوانان کشور است.عین‌اللهی انجام کار جهادی در شرایط فعلی کشور را بسیار مهم خواند و افزود: در این فضا وظیفه همه دانشمندان، دانشگاهیان و جوانان حمایت و کمک به محرومان است و نگاه ما امروزه، به وجود اساتید نخبه و متدینی است که بتوانند راه شهید فخری‌زاده را پیش ببرند.وزیر بهداشت، درمان و آموزش و پزشکی کشور بیان کرد: گام دوم انقلاب را باید جدی بگیریم و با حرکت‌های خودمان این راه را پرنور کنیم.وی با تاکید بر اینکه، مهمترین ماموریت و فعالیت ما پژوهش‌های دانشگاهی است اظهار کرد: عمل کردن مانند شهید فخری‌زاده یعنی نیاز مردم را با انجام پژوهش های کاربردی برطرف کردن، امروزه رشد علمی ما یعنی مرگ بر آمریکا و این مرگ بر آمریکا باید به نگاهی کاربردی تبدیل شود و همین نگاه ما باید به داخل باشد.وی افزود: ما از همه علومی که در جهان وجود دارد، در کشور داریم و باید شعار ما می‌توانیم را عملی کنیم. شهید فخری‌زاده نمونه عینی این شعار است‌.وی با اشاره به روند تولید واکسن در کشور و فراگیری آن افزود: ما تمام پلتفرم های واکسن کرونا را در کشور خودمان تولید می‌کنیم و این یعنی مرگ بر آمریکا. دشمن نشان داد که از علم و دانشمندان ما می‌ترسد.عین‌اللهی با اشاره به حضور فرزندان شهید فخری‌زاده در مراسم گفت: ما از روح شهید فخری‌زاده می‌خواهیم که به ما کمک کند تا کشور را بتوانیم به جایگاه واقعی خودش برسانیم و امیدواریم که دانشگاه های ما راه اصلی خودشان را پیدا کنند و بسیاری از مشکلات را برطرف کنند و راهشان خدمت به مردم باشد.حامد فخری‌زاده فرزند شهید فخری‌زاده نیز در این مراسم پس از آیین تجلیل از این خانواده والا مقام، با بیان ابیاتی در وصف پدرش گفت: فخری‌زاده را نه در این دهه های آخر بلکه در تمام طول عمر حیاتش باید جستجو کرد.وی افزود: نوع نگاه پدرم به زندگی، نگاه متفکرانه و پرسشگرانه است که از سن ۱۵ سالگی به سراغ فلسفه می‌رود و به گفته خودش کتب امام راحل را از قبل از انقلاب در دست می‌گیرد و تا لحظه آخر زمین نگذاشت.فرزند شهید فخری‌زاده ادامه داد: همیشه علمی که شهید دنبالش بود علم نافع درست بود. شهید فخری‌زاده تمام مقاطع تحصیلی خود را در همین کشور و با همین اساتید و محدودیت ها که برای همه ما اتفاق می‌افتد سپری کرد و تبدیل به فردی شد که نه تنها در داخل بلکه در رسانه های غربی نیز از او به عنوان دانشمند یاد می کنند. وی یادآور شد: شهید فخری‌زاده با چهار دولت و ۵ وزیر کار کرد و جالب اینجاست که در تمام این مقاطع نه از مسیر دور شد و نه از مسیر خودش فاصله گرفت، درواقع با عقل معاد زندگی می‌کرد و نه عقل معاش.آیین نخستین سالگرد شهادت محسن فخری‌زاده دانشمند هسته‌ای و دفاعی کشورمان، شامگاه یکشنبه ۷ آذرماه به شکل حضوری و مجازی در تالار ‌همایش‌های بین المللی امام خمینی (ره) دانشگاه علوم ‌پزشکی شهید بهشتی برگزار شد. ‌در ادامه این آیین با اهدا یک تابلو و لوح از طرف جامعه دانشگاهیان کشور از خانواده شهید فخری زاده تجلیل شد.شهید محسن فخری زاده از مدیران متعهد و متخصص کشورمان در حوزه‌های دفاعی و هسته‌ای بعدازظهر جمعه ۷ آذر ۱۳۹۹ در اقدامی تروریستی در منطقه آبسرد دماوند به شهادت رسید.
51,به گزارش فاکس نیوز، چاک تاد مجری شبکه ان بی سی با انتقاد از نحوه مدیریت کرونا توسط دولت بایدن اعلام کرد سویه اومیکرون تنها یک مشکل سلامتی نیست بلکه یک مشکل سیاسی هم ایجاد می کند زیرا بایدن بسیار نابهنگام در چهارم جولای سال جاری پیروزی در مقابل ویروس کرونا را اعلام کرد.بایدن در ماه جولای اعلام کرد که آمریکا در مقابل ویروس کرونا دست بالا را دارد اما درست چند روز پس از این اظهارات، سویه دلتا در آمریکا به سرعت گسترش پیدا کرد.همچنین بر اساس داده های مرکز پیشگیری و کنترل بیماری های آمریکا، در سال ۲۰۲۱ تعداد بیشتری از افراد در مقایسه با سال گذشته در آمریکا قربانی کرونا شده اند.چاک تاد اعلام کرد که جو بایدن شیوه صحیحی در مبارزه با کرونا نداشته است. وی همچنین از سیاستمداران جمهوریخواه آمریکایی انتقاد کرد که با واکسناسیون کرونا مخالفت می کنند.سازمان جهانی بهداشت جمعه شب (۵ آذر) حرف یونانی اومیکرون را به سویه جدید کرونا که در آفریقای جنوبی شناسایی‌شده، اختصاص داد. سازمان جهانی بهداشت این سویه را نگران‌کننده خوانده و کارشناسان بهداشت عمیقاً نگران سرایت اومیکرون هستند چرا که دارای مجموعه‌ای غیرعادی از جهش‌ها است و مشخصاتی متفاوت از سایر سویه‌های نگران‌کننده دارد. سازمان جهانی بهداشت ضمن ابراز نگرانی از این گونه جدید اعلام کرد که  به هفته ها فرصت برای درک ماهیت و جزئیات گونه تازه نیازمند است. پزشکان بر این باورند که این گونه، بدخیم تر از گونه کنونی دلتاست.در پی انتشار این خبر، کشورهای مختلف تدابیری برای رفت‌وآمد به کشورهای جنوب آفریقا اتخاذ کرده‌اند.آمریکا ورود مسافران از هشت کشور آفریقایی را به دلیل هراس از شیوع سویه اومیکرون ممنوع کرده است.اگرچه این کشور هنوز هیچ موردی از ابتلا به این سویه گزارش نکرده است اما دکتر آنتونی فائوچی مشاور ارشد پزشکی کاخ سفید روز شنبه اعلام کرد احتمالا سویه جدید اومیکرون ویروس کرونا وارد آمریکا شده باشد.   
