id,news
76,ایسنا نوشت: امام جمعه قم می گوید مردم باید مراقب حیله های و سواستفاده دشمن باشند.
83,رئیس‌جمهور با تأکید بر ضرورت رسیدگی و رفع مشکلات معلولین اظهار داشت:قانون حمایت از معلولین باید به‌سرعت و به‌طور جامع و کامل اجرایی شود.
96,دولت رئیسی در ۱۰۰ روز گذشته با اقداماتی از جمله سفرهای استانی پی‌درپی، حضور میدانی مسئولین و کاهش فاصله بین دولت و مردم که در دولت قبل زیاد شده بود، در مسیر احیای سرمایه اجتماعی حرکت کرده است.
102,رشد ۱۳۱۶ واحدی شاخص کل در بازار بورسرشد ۱۳۱۶ واحدی شاخص کل در بازار بورسشاخص کل در بازار بورس امروز با رشد ۱۳۱۶ واحدی به یک میلیون و ۳۶۸ هزار و ۳۰ واحد رسید.به گزارش خبرنگار مهر، شاخص کل در بازار بورس امروز با رشد ۱۳۱۶ واحدی به یک میلیون و ۳۶۸ هزار و ۳۰ واحد رسید.همچنین شاخص کل هم‌وزن نیز با کاهش ۱۸۵۲ واحدی روبرو شد.از نمادهای تأثیرگذار در شاخص امروز می‌توان به نماد «پارس» با رشد ۱۲۹۸ واحدی و «شستا» با رشد ۷۶۷ واحدی اشاره کرد.این گزارش حاکی است، نماد «شستا» از تأثیرگذارترین نمادهای امروز در بازار بورس بود که پس از آن، «انرژی ۳»، «فولاد» و «بورس» در رتبه‌های بعدی قرار دارند.
132,انهدام باند شرطبندی در آستانه دربی تهرانرئیس پلیس فتا تهران از دستگیری دو گرداننده سایت شرطبندی که در آستانه دربی پایتخت قصد کلاهبرداری از شهروندان را داشتند، خبر داد.سرهنگ داود معظمی گودرزی رئیس پلیس فتا تهران در گفت‌وگو با  باشگاه خبرنگاران جوان، اظهار کرد: در پی رصد و پایش روزانه فضای مجازی توسط کارشناسان پلیس فتا در روز‌های منتهی به دربی پایتخت یک سایت شرط بندی که ویژه شهرآورد پایتخت راه اندازی شده بود مشاهده شد.وی افزود: پس از بررسی‌های انجام شده مشخص شد ۲ نفر در خصوص راه اندازی و گرداندن این سایت شرط بندی فعالیت دارند و با وعده‌های فریبنده اقدام به کلاهبرداری می‌کنند.رئیس پلیس فتا تهران تصریح کرد: کارشناسان این پلیس با بررسی‌های همه جانبه موفق به شناسایی هر دو نفر در فضای مجازی شدند و با محرز شدن هویتشان برای پلیس، پس از تشریفات قضایی، مجرمان در یکی از مناطق شرقی پایتخت دستگیر و به همراه تجهیزات الکترونیک به پلیس فتا منتقل شد.وی افزود: متهمان با اعتراف به جرم خود، گفتند باتوجه به برگزاری مسابقه فوتبال تیم‌های پرسپولیس و استقلال یک سایت شرط بندی راه اندازی و با تبلیغات پر رنگ و لعاب و وعده میلیونر شدن یک شبه حدود پانصد میلیون تومان در مجموع کلاهبرداری کردیم که توسط پلیس دستگیر شدیم.سرهنگ گودرزی اظهار کرد: در واقع سایت‌های شرط‌بندی به گونه‌ای طراحی شده که در ابتدا افراد مبالغ کمی را برنده شوند و همین شیرینی برد‌های اولیه سبب می‌شود که علی‌رغم باخت‌های بعدی و مستمر در مراحل بعدی باز به شرط‌بندی ادامه بدهند و در نتیجه علاوه بر زیان مالی مشکلات بزرگی، چون مسائل روحی و خانوادگی نیز گریبان‌گیر آن‌ها شود.رئیس پلیس فتا پایتخت با اشاره به اینکه آگاهی بخشی و پیشگیری از وقوع جرائم در فضای مجازی از اولویت‌های پلیس فتا است، به شهروندان توصیه کرد: در صورت مشاهده هرگونه مورد مشکوک یا تهدید توسط مجرمان و اخاذان اینترنتی، موضوع را در اولین فرصت به پلیس اطلاع دهند و به صورت مستمر برای مطالعه اخبار جرائم سایبری و مصونیت از شگرد‌های مجرمانه به وب سایت www.cyberpolice.ir مراجعه کنند.
133,دستگیری اعضای گروهک منافقین به جرم قاچاق انسان و مواد مخدر در آلبانیاعضای گروهک تروریستی منافقین در آلبانی به دلیل قاچاق مواد مخدر، قاچاق انسان و پولشویی دستگیر شده‌اند.به گزارش گروه بین‌الملل خبرگزاری تسنیم،‌ طبق گزارش روزنامه EXIT.AL اعضای گروهک تروریستی منافقین که از سال 2013 به آلبانی پناهنده شده است، بر اساس یک سند رسمی که توسط Exit مشاهده شده است، به دلیل قاچاق مواد مخدر، قاچاق انسان و پولشویی دستگیر شده‌اند.این سند خطاب به یک گیرنده دیپلماتیک خارجی که دارای امضا و مهر مدیر اداره پلیس جنایی در پلیس ایالتی است، جزئیات یک برگه محرمانه از جرایم را ارائه می دهد که بنا بر گزارش ها شامل اعضای منافقین می شود.در این بیانیه آمده است که دو عضو منافقین به همراه همدستان آلبانیایی و یونانی به دلیل مشارکت مستقیم در قاچاق انسان دستگیر شدند. در 11 جولای 2021، پلیس یک خودروی حامل شهروندان سوری، عراقی و کرد را متوقف کرد. تحقیقات بیشتر منجر به دستگیری اعضای اصلی باند شد.بر اساس این سند، مشخص شد که بین سال‌های 2019 تا 2021، همین باند قاچاق تلاش کرده است حدود 400 عضو منافقین را از آلبانی به فرانسه منتقل کند.اما این همه ماجرا نیست. در 18 جولای 2021، یک محموله مواد مخدر توسط پلیس کشف و ضبط شد و دو مقام ارشد منافقین - نرگس ابریشم چی و حسن نایب آقا - دستگیر شدند.در سند رسمی گزارش شده است که آنها به ایفای نقش محوری در سازماندهی و حمل محموله مواد مخدر به ایتالیا اعتراف کرده‌اند. این دو نفر با دستور مستقیم سفیر آمریکا در البانی آزاد شده‌اند.به گفته یک منبع رسمی که خواست نامش فاش نشود، این رویکرد جنایتکارانه به سال 2015 بازمی گردد. اسناد و منبع ادعا می کنند که اطلاعات مربوط به این جنایات نیز به سفارت آمریکا در تیرانا تحویل داده شده است.Exit  برای ارزیابی درستی سند با سفارت ایالات متحده تماس گرفت اما هیچ پاسخ رسمی داده نشده است.گروهک تروریستی منافقین که قبلاً توسط اتحادیه اروپا، کانادا، ایالات متحده و ژاپن به عنوان یک سازمان تروریستی شناخته می شد، اکنون از حمایت گسترده اتحادیه اروپا و ایالات متحده برخوردار هستند.در سال 2013، دولت ایالات متحده از این گروه در تبعید درخواست کرد که در آلبانی مستقر شوند، اما گروهک منافقین در ابتدا این پیشنهاد را رد کردند. آنها در نهایت موافقت کردند که 3000 عضو را به کشور منتقل کنند و ایالات متحده 20 میلیون دلار به آژانس پناهندگان سازمان ملل برای این هدف کمک کرد. در سال 2016، 280 عضو دیگر به آلبانی به یک اردوگاه تحت حفاظت شدید در Manze، شهرستان دورس نقل مکان کردند.
134,انهدام باند شرطبندی در آستانه دربی تهرانرئیس پلیس فتا تهران از دستگیری دو گرداننده سایت شرطبندی که در آستانه دربی پایتخت قصد کلاهبرداری از شهروندان را داشتند، خبر داد.سرهنگ داود معظمی گودرزی رئیس پلیس فتا تهران در گفت‌وگو با  باشگاه خبرنگاران جوان، اظهار کرد: در پی رصد و پایش روزانه فضای مجازی توسط کارشناسان پلیس فتا در روز‌های منتهی به دربی پایتخت یک سایت شرط بندی که ویژه شهرآورد پایتخت راه اندازی شده بود مشاهده شد.وی افزود: پس از بررسی‌های انجام شده مشخص شد ۲ نفر در خصوص راه اندازی و گرداندن این سایت شرط بندی فعالیت دارند و با وعده‌های فریبنده اقدام به کلاهبرداری می‌کنند.رئیس پلیس فتا تهران تصریح کرد: کارشناسان این پلیس با بررسی‌های همه جانبه موفق به شناسایی هر دو نفر در فضای مجازی شدند و با محرز شدن هویتشان برای پلیس، پس از تشریفات قضایی، مجرمان در یکی از مناطق شرقی پایتخت دستگیر و به همراه تجهیزات الکترونیک به پلیس فتا منتقل شد.وی افزود: متهمان با اعتراف به جرم خود، گفتند باتوجه به برگزاری مسابقه فوتبال تیم‌های پرسپولیس و استقلال یک سایت شرط بندی راه اندازی و با تبلیغات پر رنگ و لعاب و وعده میلیونر شدن یک شبه حدود پانصد میلیون تومان در مجموع کلاهبرداری کردیم که توسط پلیس دستگیر شدیم.سرهنگ گودرزی اظهار کرد: در واقع سایت‌های شرط‌بندی به گونه‌ای طراحی شده که در ابتدا افراد مبالغ کمی را برنده شوند و همین شیرینی برد‌های اولیه سبب می‌شود که علی‌رغم باخت‌های بعدی و مستمر در مراحل بعدی باز به شرط‌بندی ادامه بدهند و در نتیجه علاوه بر زیان مالی مشکلات بزرگی، چون مسائل روحی و خانوادگی نیز گریبان‌گیر آن‌ها شود.رئیس پلیس فتا پایتخت با اشاره به اینکه آگاهی بخشی و پیشگیری از وقوع جرائم در فضای مجازی از اولویت‌های پلیس فتا است، به شهروندان توصیه کرد: در صورت مشاهده هرگونه مورد مشکوک یا تهدید توسط مجرمان و اخاذان اینترنتی، موضوع را در اولین فرصت به پلیس اطلاع دهند و به صورت مستمر برای مطالعه اخبار جرائم سایبری و مصونیت از شگرد‌های مجرمانه به وب سایت www.cyberpolice.ir مراجعه کنند.
150,﻿این روزها خبر ممنوعیت واردات لوازم خانگی کره‌ای به مناطق آزاد سر و صدایی در بازار خرید و فروش ایجاد کرد که نگرانی و نارضایتی برخی از مصرف‌کنندگان و تجار و خوشحالی تولیدکنندگان داخلی را در پی داشت.
165,اعلام آخرین مهلت اعتبار وکالت‌نامه‌های منقضی شده برای نقل و انتقال خودرورییس مرکز شماره گذاری و تعویض پلاک پلیس راهور ناجا اعلام کرد که آخرین مهلت استفاده از وکالتنامه‌های منقضی شده به دلیل تعطیلی‌های کرونایی تا پایان آذرماه امسال است.سرهنگ علی محمدی در گفت‌وگو با ایسنا، درباره وکالت نامه‌های نقل و انتقال خودرو که به دلیل محدودیت ها و تعطیلات کرونایی تاریخشان منقضی شده بود، گفت:‌ درپی شیوع کرونا در نقاط مختلف کشور و وضعیت قرمز برخی از شهرها، با تدابیر ستاد ملی مقابله با کرونا ارائه خدمات شماره گذاری و تعویض پلاک نیز برای مدتی متوقف شده و این مراکز در شهرهای قرمز تعطیل شدند. همین موضوع نیز سبب انباشت درخواست‌ها برای مراجعه به این مراکز شد. وی با بیان اینکه برخی از مراکز شماره‌گذاری و تعویض پلاک در شهرها حدود چهار ماه از شش ماه نخست سال را تعطیل بودند، گفت:‌ در این میان افرادی بودند که دارای وکالتنامه برای نقل و انتقال خودرو بودند؛ اما زمان انقضای آن در دوران تعطیلات کرونایی بوده و از این رو عملا امکان نقل و انتقال و تعویض پلاک را پیدا نکردند.در همین راستا نیز هماهنگی‌هایی انجام شده و مقرر شد تا وکالتنامه‌هایی که تاریخ انقضای آنان در ماه‌های سپری شده سال ۱۴۰۰ بوده، تا پایان آذرماه سال ۱۴۰۰ تمدید شوند. رییس مرکز شماره‌گذاری و تعویض پلاک پلیس راهور ناجا با بیان اینکه در حال حاضر خدمات با سرعت مطلوبی در مراکز شماره‌گذاری و تعویض پلاک در حال انجام است، اظهارکرد:‌ به همین دلیل نیز افراد دارای وکالتنامه که تاریخ آن در ماه‌های سپری شده در سال ۱۴۰۰ بوده و منقضی شده است، تنها تا پایان آذرماه ۱۴۰۰ مهلت دارند که از تمدید اعتبار اختصاص داده شده بهره‌مند شوند و پس از آن باید وکالتنامه جدید دریافت کنند. محمدی با بیان اینکه این مدت تمدید نمی‌شود، اظهارکرد:‌ افرادی که وکالتنامه‌شان برای نقل و انتقال خودرو در سال ۱۴۰۰ منقضی شده و تا کنون موفق به دریافت خدمات مربوطه از مراکز شماره‌گذاری و تعویض پلاک نشده‌اند، تا ۳۰ آذرماه مهلت دارند تا با مراجعه به سایت نوبت‌دهی اینترنتی نسبت به دریافت نوبت خود اقدام کرده و نسبت به تعویض پلاک و نقل و انتقال خودرو اقدام کنند.وی بار دیگر تاکید کرد که افرادی که موفق به مراجعه به مراکز شماره گذاری و انتقال سند مالکیت نشده‌اند فقط تا 30 آذر ماه سال جاری فرصت دارند و بعد از این تاریخ وکالت نامه های آن ها از درجه اعتبار ساقط و از گرفتن خدمات نیز محروم خواهند شد.
170,رشد ۲۶ درصدی در اعاده کالاهای متروکه در طول آبان‌ماهنماینده قوه قضاییه در سازمان اموال تملیکی با تشریح اهم اقدامات صورت‌گرفته در تعیین تکلیف کالاهای موجود در انبارهای این سازمان اظهار کرد: پس از بازدید کمتر از یک ماه پیش ریاست قوه قضاییه از انبار مرکزی سازمان اموال تملیکی در استان تهران، سه استان را مورد بازدید قرار دادیم؛ اولین استان، انبارهای پراکنده دیگر در استان تهران بود که از آن‌ها بازدید به‌عمل آمد و در این انبارها نیز همان شرایطی که در انبار مرکزی استان تهران حاکم بود، در این انبارها هم وجود داشت.به گزارش ایسنا به نقل از قوه قضاییه، رسولی فاضل نماینده قوه قضاییه در سازمان اموال تملیکی با اشاره از بازدید انجام شده از انبارهای اموال تملیکی و گمرک استان قم اظهار کرد: در جریان بازدید از انبارهای اموال تملیکی در استان قم اعلام شد که حدود ۴۰ پرونده در شعب تجدید نظر تعزیرات است و اگر هر چه زودتر رای قطعی برای آن‌ها صادر شود، حدود یک‌سوم از انبارها تخلیه خواهد شد.تجهیزات مونوریل قم در حال تعیین تکلیف استوی با اشاره به وضعیت تجهیزات مونوریل قم در انبارهای گمرک این استان عنوان کرد: در همان‌جا مقرر شد تا ۱۵ آذرماه در خصوص این تجهیزات تعیین تکلیف صورت گیرد. در این خصوص شاهد هستیم که استاندار، دادستان مرکز استان، شهردار و شرکت متولی مونوریل قم همگی در تب و تاب هستند که هر چه زودتر این تجهیزات را تعیین تکلیف کنند.وی با اشاره به بازدید خود از انبارهای اموال تملیکی در استان سمنان اظهار کرد: علی‌رغم اینکه اداره‌کل اموال تملیکی استان سمنان در سال ۹۷ راه‌اندازی شده کالاهای زیادی در انبارهای اموال تملیکی این استان وجود داشت که در این خصوص متذکر شدیم تا اقدامات لازم جهت تعیین تکلیف کالاهای موجود در این انبارهای صورت گیرد.پیگیری ۳ پرونده سنگین توسط نماینده قوه قضاییه در جریان بازدید از انبارهای اموال تملیکی سمناننماینده قوه قضاییه در سازمان اموال تملیکی تصریح کرد: در همان محل، سه پرونده لاستیک که دارای حجم قابل توجهی بود، مورد پیگیری قرار گرفت و در خصوص این پرونده‌ها با مدیرکل تعزیرات استان سمنان تماس تلفنی برقرار کردیم. فقط در یک مورد از این پرونده‌ها که حجیم‌ترین پرونده نیز بود، تعزیرات اعلام کرد که خردادماه دستور فروش صادر شده، اما دستور فروش به سازمان اموال تملیکی نیامده بود و مقرر شد در اولین فرصت نسبت به فروش کالا اقدام شود.تاکید بر تسریع در تعیین تکلیف لوازم یدکی خودرو به ارزش ۲۰۰ میلیارد تومانوی گفت: علت اینکه از انبارهای اموال تملیکی استان سمنان بازدید به‌عمل آمد این بود که چندی پیش مطلع شدیم که کالای باارزشی به‌صورت قاچاق در این استان توقیف شده و رای قطعی نیز برای آن صادر شده، اما همچنان تعیین تکلیف نشده بود. در جریان بررسی این موضوع با حجم قابل توجهی از لوازم یدکی خودرو مواجه شدیم و بنابر اعلام مدیرکل اموال تملیکی استان سمنان، تقریبا ۲۰۰ میلیارد تومان ارزش این کالا است که مقداری از آن در مزایده‌های قبلی فروخته شده و ضرورت دارد هر چه سریع‌تر نسبت به تعیین تکلیف مابقی این لوازم اقدام شود.وی افزود: با توجه به شرایط ویژه این کالا پیشنهاد ما این بود که ستاد سازمان اموال تملیکی مستقیما برای تعیین تکلیف این کالا ورود داشته باشد تا هم سرعت، هم دقت و هم صرفه و صلاح دولت رعایت شود.استخراج ۶۹۶ پرونده برای رسیدگی در پی حضور ۲۵ نفر از قضات دادگستری و عوامل تعزیرات در سازمان اموال تملیکیفاضل با اشاره به بررسی پرونده‌های سازمان اموال تملیکی از سوی ۲۵ نفر از قضات دادگستری و عوامل سازمان تعزیرات در پی بازدید ریاست قوه قضاییه از انبارهای اموال تملیکی در استان تهران تصریح کرد: در جریان این بررسی‌ها ۶۹۶ پرونده برای رسیدگی استخراج شد که از این میزان ۳۴۱ پرونده به دادسرا جهت رسیدگی دقیق‌تر منتقل شد و در نتیجه آن در خصوص ۱۰۹ پرونده طی همین مدت گذشته رای انهدام صادر شد.وی ادامه داد: در خصوص سه پرونده رای به برائت و در خصوص چهار پرونده حکم قطعی صادر شد. ۴۵ پرونده نیز در دادسرا در حال رسیدگی است و ۳۸ پرونده دارای عدم سابقه در دادسراست؛ به این معنا که کالا موجود است، اما سابقه آن در دادسرا یافت نشد و این موضوع ناشی از خلاهایی است که میان کاشف، سازمان اموال تملیکی و مراجع قضایی است و باید برطرف شود.وی با اشاره به صدور قرار عدم صلاحیت در خصوص ۳۰ پرونده و ارجاع این پرونده‌ها به تعزیرات اظهار کرد: در خصوص تشکیل پرونده در سازمان اموال تملیکی در آبان‌ماه چهار هزار و ۴۶۰ پرونده تشکیل شده و در از ابتدای سال تاکنون ۳۲ هزار و ۴۷۱ پرونده تشکیل شده که مجموعا مربوط به مرجع قضایی و تعزیرات حکومتی است.تعیین تکلیف حدود هفت هزار پرونده در پی بازدید رئیس قوه قضاییه از انبارهای اموال تملیکینماینده قوه قضاییه در سازمان اموال تملیکی با اشاره به تعیین تکلیف شش هزار و ۹۳۲ پرونده در آبان‌ماه سال جاری اظهار کرد: مجموع پرونده‌های تعیین تکلیف شده از ابتدای سال تاکنون ۳۶ هزار و ۸۷۲ پرونده بوده‌است.سازمان اموال تملیکی پس از بازدید ریاست قوه قضاییه حرکت رو به جلویی داشته‌استوی با اشاره به انواع عملیات‌های موجود در سازمان اموال تملیکی اعم از انهدام، استرداد، اعاده، مزایده، مذاکره و حراج تصریح کرد: در زمینه انهدام کالای فاسد نسبت انهدام در آبان‌ماه با مهرماه ۳۶۲ درصد است؛ به این معنا که ردیف کالایی که برای انهدام کالای فاسد در مهرماه داشته‌ایم، دو هزار و ۴۸۷ ردیف بوده و در آبان‌ماه ۱۱ هزار و ۴۸۹ ردیف بوده‌است. این نشان می‌دهد که سازمان اموال تملیکی پس از بازدید ریاست قوه قضاییه حرکت رو به جلویی را داشته‌ و پیشرفت چشمگیری داشته است.وی بیان کرد: عملیات اعاده در خصوص کالاهای متروکه انجام می‌شود؛ به این معنا که کالای متروکه‌ای به سازمان اموال تملیکی معرفی شده و تحویل سازمان اموال تملیکی شده و صاحب کالا درخواست اعاده کرده و بر اساس قانون، سازمان اموال تملیکی موظف است که کالا را به صاحب آن اعاده کند.رشد ۲۶ درصدی در اعاده کالاهای متروکه در طول آبان‌ماهفاضل  ادامه داد: در این خصوص، میانگین هفت ماهه از فروردین تا مهرماه ۹۴۴ میلیارد ریال بوده‌است و تنها در آبان‌ماه هزار و ۱۹۶ میلیارد ریال بوده‌است که حکایت از رشد بیش از ۲۶ درصدی در اعاده کالاهای متروکه در طول آبان‌ماه دارد.وی در خصوص کالاهای استردادی نیز گفت: در خصوص کالای قاچاقی که توسط کاشف کشف و تحویل سازمان اموال تملیکی می‌شود و با رای مراجع قضایی و یا تعزیرات سازمان ملزم به استرداد است، مقایسه میان مهر و آبان‌ماه حکایت از آمار بیش از ۶.۴ دهم درصد دارد؛نماینده قوه قضاییه در سازمان اموال تملیکی اظهار کرد: در مردادماه هزار و ۴۰۷ ردیف کالا، در شهریورماه دو هزار و ۵۴۹ ردیف کالا، هزار و ۹۳۹ ردیف کالا در مهرماه و دو هزار و ۶۲ ردیف کالا در آبان‌ماه استرداد شده‌است که حکایت از حرکت رو به جلوی سازمان اموال تملیکی در استرداد کالا دارد.برگزاری اولین عملیات حراج پس از کرونا و واریز ۱۳۱ میلیارد ریال به خزانه دولتوی در خصوص عملیات حراج نیز گفت: به‌دلیل بیماری کرونا و دلایل دیگر این موضوع دو سال معطل مانده بود و اجرا نمی‌شد؛ اما با توجه به تاکیدات نمایندگان قوه قضاییه به هیات مدیره سازمان اموال تملیکی، اولین حراج برگزار شد که از مجموع ۵۵۲ میلیارد ریال کالایی که به حراج گذاشته شد، ۱۳۱ میلیارد ریال به فروش رفت و این مبلغ به خزانه دولت واریز شد.فاضل در خصوص عملیات مذاکره نیز گفت: به‌دلایلی سازمان اموال تملیکی ناچار است تا برخی از کالاها را با رعایت قوانین، مقررات و آیین‌نامه معاملاتی در مذاکره به فروش برساند؛ در این خصوص، در آبان‌ماه سه هزار و ۱۹۷ میلیارد ریال ارزش کارشناسی کالا بوده که در مذاکره برای فروش گذاشته شده و در نهایت فروش سازمان اموال تملیکی سه هزار و ۹۶۹ میلیارد ریال بوده که در این مورد نیز نسبت به گذشته رشد را شاهد هستیم.رشد ۲۴ درصدی عملیات مزایده در آبان‌ماهنماینده قوه قضاییه در سازمان اموال تملیکی در خصوص عملیات مزایده نیز گفت: مزایده آبان‌ماه نشان‌دهنده رشد قابل توجهی نسبت به مدت قبل است و بین آبان و مهرماه بیش از ۲۴ درصد رشد داشته‌است؛ به این معنا که فروش مهرماه سازمان اموال تملیکی ۹۱۳ میلیارد ریال بوده و فروش آبان‌ماه سازمان اموال تملیکی هزار و ۱۴۰ میلیارد ریال بوده‌است.وی در پایان تصریح کرد: در حال حاضر مزایده سازمان اموال تملیکی در حال برگزاری است و از هشتم آذرماه مزایده آغاز شده و تا چهاردهم آذرماه نیز برای بازدید کالا زمان تعیین شده‌است. پس از بسته شدن سایت، روز ۱۶ آذرماه رمزگشایی سایت صورت می‌گیرد و در روز ۲۳ آذرماه مرحله دوم حراج حضوری صورت می‌گیرد.امیدواریم با ورود رسانه‌ها و به‌خصوص صدا و سیما به موضوع سازمان اموال تملیکی که در پی بازدید ریاست قوه قضاییه صورت گرفت، این حراج‌ها و مزایده‌ها با رشد چشم‌گیری مواجه شود و استقبال خوبی صورت خواهد گرفت.
