id,news
4,آخرین آمار کرونا در ایران، ۱۳ آذر ۱۴۰۰: فوت ۵۸ نفر در شبانه روز گذشتهآخرین آمار کرونا در ایران، ۱۳ آذر ۱۴۰۰: فوت ۵۸ نفر در شبانه روز گذشتهبنابر اعلام وزارت بهداشت، طی ۲۴ ساعت گذشته متاسفانه ۵۸ بیمار کووید-۱۹ به دلیل این بیماری در کشور جان خود را از دست دادند. همچنین در این بازه زمانی ۲هزار و ۱۵۷ مبتلا به این بیماری شناسایی شدند.
12,ترویج فرهنگ اهدای عضو نیازمند کار بیشتر استبه گزارش خبرگزاری مهر، امید قبادی، در رابطه با وضعیت فرهنگ سازی حوزه اهدای عضو در ایران، افزود: کشور ما در حال حاضر برای رسیدن به وضعیت مطلوب در بحث اهدا یک سوم مسیر را طی کرده است.وی بر نوع دوستی بالای مردم ایران تاکید کرد و با اشاره به اینکه مردم ایران ظرفیت بالایی در پذیرش این امر انسان دوستانه داشته و دارند، ادامه داد: اگر هنوز به وضعیت مطلوب نرسیده ایم بخش زیادی به خاطر کم کاری در حوزه فرهنگ سازی و آشنا نبودن مردم با مفهوم مرگ مغزی مساوی با مرگ است.قبادی در پاسخ به سوالی مبنی بر اینکه کدام عضو پیوندی بیشتر در ایران مورد نیاز است، گفت: به دلیل رایج بودن دو بیماری فشار خون و دیابت در ایران و عوارض ناشی از این بیماری‌ها که از بین رفتن کلیه است، نیاز به پیوند این عضو در بیماران لیست انتظار ایران بیشتر است.وی با اشاره به اهمیت رضایت گرفتن سریع در نجات دو عضو قلب و ریه، تأکید کرد: این دو عضو زودتر از سایر اعضا بعد از مرگ مغزی از بین می‌روند بنابراین آگاه‌سازی وسیع‌تر مردم و شناخته شده‌تر شدن این نوع مرگ، در سرعت رضایت گیری تأثیرگذار خواهد بود.
19,سوریه و ایران ۴ سند همکاری امضا کردندسوریه و ایران ۴ سند همکاری امضا کردندبه‌گفته علیرضا پیمان‌پاک، مدیرعامل سازمان توسعه تجارت ایران، در طول سفر وی به سوریه ۴ سند همکاری با وزیر اقتصاد و تجارت خارجی سوریه در راستای توسعه تجارت بین دو کشور امضا شده است.
22,ارتش یمن از سرنگونی پهپاد جاسوسی آمریکایی در مأرب خبر دادارتش یمن از سرنگونی پهپاد جاسوسی آمریکایی در مأرب خبر دادارتش یمن یک فروند پهپاد جاسوسی آمریکایی از نوع Scan Eagle را در حال انجام اقدامات خصمانه در آسمان الجوبه در استان مأرب سرنگون کرد.
57,فوت ۸۰ بیمار کرونایی در شبانه روز گذشته/ ۵ استان بدون مرگ و میربه گزارش خبرنگار مهر، مرکز روابط عمومی و اطلاع رسانی وزارت بهداشت اعلام کرد: از دیروز تا امروز ۷ آذر ۱۴۰۰ و بر اساس معیارهای قطعی تشخیصی، ۳ هزار و ۷۸۱ بیمار جدید مبتلا به کووید ۱۹ در کشور شناسایی شد که ۶۴۹ نفر از آنها بستری شدند.مجموع بیماران کووید ۱۹ در کشور به ۶ میلیون و ۱۰۸ هزار و ۸۸۲ نفر رسید.در طول ۲۴ ساعت گذشته، ۸۰ بیمار کووید ۱۹ جان خود را از دست دادند و مجموع جان باختگان این بیماری به ۱۲۹ هزار و ۶۲۹ نفر رسید.در شبانه روز گذشته، ۵ استان کشور هیچ موردی از مرگ و میر بیماران کرونایی نداشته‌اند، در ۲۲ استان بین ۱ تا ۵ مورد و در ۴ استان نیز بین ۵ تا ۹ مورد مرگ و میر ثبت شده است.تا کنون ۵ میلیون و ۸۶۳ هزار و ۲۴۸ نفر از بیماران، بهبود یافته و یا از بیمارستان‌ها ترخیص شده‌اند.سه هزار و ۳۴۷ نفر از بیماران مبتلا به کووید ۱۹ در بخش‌های ICU بیمارستان‌ها تحت مراقبت قرار دارند.تا کنون ۳۸ میلیون و ۵۴۷ هزار و ۶۵۸ آزمایش تشخیص کووید ۱۹ در کشور انجام شده است.در حال حاضر هیچ شهری در وضعیت قرمز نیست، اما ۲۲ شهر در وضعیت نارنجی، ۲۰۷ شهر در وضعیت زرد و ۲۱۹ شهر در وضعیت آبی قرار دارند.
61,مهر نوشت: امام جمعه موقت اصفهان گفت: خواسته کشاورزان مشروع و به بحق است و امیدواریم حق کشاورزان هرچه زودتر محقق شود.
81,به‌گفته علیرضا پیمان‌پاک، مدیرعامل سازمان توسعه تجارت ایران، در طول سفر وی به سوریه ۴ سند همکاری با وزیر اقتصاد و تجارت خارجی سوریه در راستای توسعه تجارت بین دو کشور امضا شده است.
87,دانشمندان آفریقای جنوبی اعلام کردند که یک نوع جدید نگران‌کننده ازویروس کرونا موسوم به «اومیکرون» را شناسایی کرده‌اند، جهان مشتاقانه منتظر سرنخ‌هایی در مورد چگونگی تغییر مسیر همه‌گیری این بیماری است اما یک معمای بزرگ این است که اومیکرون کجا و چگونه تکامل یافته است.
90,سخنگوی کمیسیون کشاورزی مجلس با بیان اینکه بازار محصولات کشاورزی دست دلال است، گفت: وجود واسطه گرها و دلالان هر چه بیشتر باشد ضرر آن برای تولید کننده بیشتر خواهد بود.
94,ارتش یمن یک فروند پهپاد جاسوسی آمریکایی از نوع Scan Eagle را در حال انجام اقدامات خصمانه در آسمان الجوبه در استان مأرب سرنگون کرد.
