id,news
33,زمین‌لرزه ۷.۵ ریشتری پرو را لرزاندزمین‌لرزه ۷.۵ ریشتری پرو را لرزاندتهران - ایرنا - به گزارش مرکز لرزه نگاری اروپا- مدیترانه، زمین لرزه ای به بزرگی ۷.۵ درجه در مقیاس امواج درونی زمین(ریشتر) دقایقی پیش شهر باررانکا در شمال پرو را لرزاند.به گزارش ایرنا، این زمین لرزه در شمال شهر بارانکا در ۱۷۵ کیلومتری شمال لیما پایتخت پرو و در عمق ۸۰ کیلومتری از سطح زمین رخ داد.  هنوز خبری درباره خسارات و تلفات احتمالی این زمین لرزه مخابره نشده است.این زمین لرزه در مناطق وسیعی از برزیل، کلمبیا و اکوادور هم احساس شده است.برخی منابع خبری عمق این زمین لرزه را در فاصله ۱۱۲ کیلومتری از سطح زمین اعلام کرده اند. با توجه به زیاد بودن عمق زمین لرزه، این احتمال وجود دارد خسارات زیادی ایجاد نشود.
38,محسن حمزه لو در گفتگو با خبرنگار مهر در خصوص آخرین وضعیت جاده سرچم – میاندوآب اظهار کرد: طرح محور سرچم- میاندوآب به طول ۱۸۱ کیلومتر در پنج قطعه در حال ساخت قرار دارد که قطعات یک و پنج آن به اتمام رسیده و قطعه یک تحویل موقت شده و قطعه پنج نیز که در محدوده آذربایجان‌شرقی واقع شده به طور قطعی مورد استفاده قرار گرفته است.وی با بیان اینکه ۶۵ کیلومتر از این محور در محدوده راه‌های آذربایجان‌غربی قرار دارد، خاطرنشان کرد: قطعه اول این محور تکمیل شده و قطعه دوم ٧۶ درصد پیشرفت اجرایی دارد که روند اجرای آن از سال گذشته تسریع یافته است.حمزه لو اضافه کرد: محور سرچم- میاندوآب از محورهای مهم کریدور شرقی - غربی در شمال‌غرب کشور است که این شهرستان را به سمت میانه و شمال کشور متصل می‌کند.مدیرکل راه و شهرسازی آذربایجان غربی با اشاره به اینکه جاده سرچم – میاندوآب از طرح‌های قدیمی راه و شهرسازی است، گفت: این طرح از سمت استان آذربایجان غربی رو به اتمام بوده و بهره برداری کامل آن منوط به اتمام طرح در بخش آذربایجان شرقی است.حمزه لو در ادامه خاطرنشان کرد: کمربندی میاندوآب به طول ١١ کیلومتر به ارزش یک هزار و ٨٠٠ میلیارد ریال احداث می‌شود و تکمیل آن برای ساماندهی ورودی و خروجی شهر میاندوآب حیاتی است.مدیرکل راه و شهرسازی آذربایجان غربی گفت: اتصال کریدور بزرگراهی غرب به کریدور شرقی - غربی کشور، کاهش ١۵٠ کیلومتری مسافت جنوب استان با مرکز کشور، رونق اقتصادی در بخش‌های کشاورزی و معدن و صرفه‌جویی در مصرف انرژی و تأمین ایمنی شبکه حمل‌ونقل از جمله مزایای تکمیل احداث محور میاندوآب - سرچم است.وی یادآور شد: با بهره‌برداری کامل از این طرح، رفت و آمد مسافران از آزاد راه زنجان تبریز به غرب و شمال غرب کشور و برعکس، بسیار راحت‌تر از گذشته خواهد شد و کاهش زمان سفر جاده‌ای و آسان‌تر شدن رفت و آمد مسافران به مرکز کشور از طریق جاده میاندوآب در آذربایجان‌غربی به سرچم در آذربایجان‌شرقی از اهداف اجرای این طرح است.محور سرچم- میاندوآب از محورهای مهم کریدور شرقی - غربی در شمال‌غرب کشور است که این شهرستان را به سمت میانه و شمال کشور متصل می‌کند.کاهش ۶۵ کیلومتری مسافت از میاندوآب تا مرکز کشور و همچنین کاهش تصادفات جاده‌ای از نتایج مثبت احداث این جاده است و با بهره‌برداری از آن، تحولی در توسعه منطقه و رونق اقتصادی در بخش‌های روستایی و معدنی فراهم می‌شود.کد خبر 5363327
131,در گفت و گو با باشگاه خبرنگاران جوان مطرح شد؛هشدار هواشناسی درباره کاهش دما به گلخانه‌داران و کشاورزانمدیرکل پایش هواشناسی کشاورزی گفت: با توجه به کاهش دمای صبحگاهی گلخانه داران جنوب شرق کشور تمهیدات لازم را بکار گیرند. مسعود حقیقت مدیرکل پایش هواشناسی کشاورزی در گفت‌وگو با  باشگاه خبرنگاران جوان، گفت: بنابر نقشه های پیش یابی هواشناسی طی ۲۴ ساعت آینده در استان خراسان رضوی، بارش پراکنده باران و در برخی نقاط هرمزگان و ارتفاعات جنوب کرمان رگبار و رعد و برق و وزش باد شدید پیش بینی می شود.وی افزود: طی ۲۴ ساعت آینده در اکثر مناطق جوی آرام و در شهرهای صنعتی و پرجمعیت انباشت آلاینده ها انتظار می رود. حقیقت ادامه داد: روز یکشنبه در استان های کردستان، کرمانشاه و جنوب آذربایجان غربی ابرناکی و بارش پراکنده و روز دوشنبه در استان های کردستان، کرمانشاه، لرستان، همدان، مرکزی، شمال استان های ایلام، چهارمحال و بختیاری و دامنه های جنوبی البرز بارش پراکنده پیش بینی می شود.این مقام مسئول از استمرار بارش در برخی نقاط خبر داد و گفت: روز دوشنبه در استان های قزوین، زنجان، البرز، تهران، برخی نقاط آذربایجان غربی، آذربایجان شرقی، گیلان و مازندران بارش پراکنده موقت باران انتظار می رود‌. به گفته وی، طی روزهای سه شنبه و چهارشنبه در نوار شرقی وزش باد شدید خواهیم داشت.مدیرکل پایش هواشناسی کشاورزی در توصیه ای به کشاورزان گفت: در مناطق سرد همچون شمال غرب که کشت کلزا به مرحله ۶ تا ۸ برگی نرسیده، کشاورزان عملیات کودپاشی را با پتاس انجام دهند.به گفته وی، کشاورزان مناطق شمال کشور اعم از استان گلستان طی ۲ تا ۳ روز آینده هر چه سریع تر نسبت به برداشت پنبه و سویا اقدام کنند تا دچار مشکل نشوند. این مقام مسئول ادامه داد: در مناطق مرکزی و جنوبی، کشاورزان هرچه سریع تر اقدام به کشت گندم آبی و جو کنند.حقیقت در توصیه ای به گلخانه داران گفت: با توجه به احتمال کاهش دما در مناطق جنوب شرق همچون هرمزگان، کرمان و سیستان و بلوچستان به گلخانه داران مناطق شرقی توصیه می شود که مراقب کاهش دمای صبحگاهی باشند.وی درباره آخرین وضعیت بارش کشور گفت: بنابر آخرین آمار مجموع بارش کشور از ابتدای سال تاکنون ۲۷‌.۷ میلی متر، در مدت مشابه سال قبل ۴۴‌.۲ میلی متر و نرمال بلندمدت ۳۹.۸ میلی متر است که این امر کاهش ۱۶‌.۵ میلی متری بارش نسبت به سال قبل و ۱۲.۱ درصدی دوره نرمال بلندمدت را نشان می دهد.این مقام مسئول گفت: مدل های اقلیمی نشان می دهد که  در فصل زمستان بارش ها نرمال و فراتر از نرمال است، بدین منظور کشاورزان بویژه مناطق گرمسیر که کشت دیم را انجام ندارند، حداکثر تا ۲۰ آذر وقت دارند که از بارش های پایانی ماه بهره مند شوند.
133,انهدام باند شرطبندی در آستانه دربی تهرانرئیس پلیس فتا تهران از دستگیری دو گرداننده سایت شرطبندی که در آستانه دربی پایتخت قصد کلاهبرداری از شهروندان را داشتند، خبر داد.سرهنگ داود معظمی گودرزی رئیس پلیس فتا تهران در گفت‌وگو با  باشگاه خبرنگاران جوان، اظهار کرد: در پی رصد و پایش روزانه فضای مجازی توسط کارشناسان پلیس فتا در روز‌های منتهی به دربی پایتخت یک سایت شرط بندی که ویژه شهرآورد پایتخت راه اندازی شده بود مشاهده شد.وی افزود: پس از بررسی‌های انجام شده مشخص شد ۲ نفر در خصوص راه اندازی و گرداندن این سایت شرط بندی فعالیت دارند و با وعده‌های فریبنده اقدام به کلاهبرداری می‌کنند.رئیس پلیس فتا تهران تصریح کرد: کارشناسان این پلیس با بررسی‌های همه جانبه موفق به شناسایی هر دو نفر در فضای مجازی شدند و با محرز شدن هویتشان برای پلیس، پس از تشریفات قضایی، مجرمان در یکی از مناطق شرقی پایتخت دستگیر و به همراه تجهیزات الکترونیک به پلیس فتا منتقل شد.وی افزود: متهمان با اعتراف به جرم خود، گفتند باتوجه به برگزاری مسابقه فوتبال تیم‌های پرسپولیس و استقلال یک سایت شرط بندی راه اندازی و با تبلیغات پر رنگ و لعاب و وعده میلیونر شدن یک شبه حدود پانصد میلیون تومان در مجموع کلاهبرداری کردیم که توسط پلیس دستگیر شدیم.سرهنگ گودرزی اظهار کرد: در واقع سایت‌های شرط‌بندی به گونه‌ای طراحی شده که در ابتدا افراد مبالغ کمی را برنده شوند و همین شیرینی برد‌های اولیه سبب می‌شود که علی‌رغم باخت‌های بعدی و مستمر در مراحل بعدی باز به شرط‌بندی ادامه بدهند و در نتیجه علاوه بر زیان مالی مشکلات بزرگی، چون مسائل روحی و خانوادگی نیز گریبان‌گیر آن‌ها شود.رئیس پلیس فتا پایتخت با اشاره به اینکه آگاهی بخشی و پیشگیری از وقوع جرائم در فضای مجازی از اولویت‌های پلیس فتا است، به شهروندان توصیه کرد: در صورت مشاهده هرگونه مورد مشکوک یا تهدید توسط مجرمان و اخاذان اینترنتی، موضوع را در اولین فرصت به پلیس اطلاع دهند و به صورت مستمر برای مطالعه اخبار جرائم سایبری و مصونیت از شگرد‌های مجرمانه به وب سایت www.cyberpolice.ir مراجعه کنند.
135,انهدام باند شرطبندی در آستانه دربی تهرانرئیس پلیس فتا تهران از دستگیری دو گرداننده سایت شرطبندی که در آستانه دربی پایتخت قصد کلاهبرداری از شهروندان را داشتند، خبر داد.سرهنگ داود معظمی گودرزی رئیس پلیس فتا تهران در گفت‌وگو با  باشگاه خبرنگاران جوان، اظهار کرد: در پی رصد و پایش روزانه فضای مجازی توسط کارشناسان پلیس فتا در روز‌های منتهی به دربی پایتخت یک سایت شرط بندی که ویژه شهرآورد پایتخت راه اندازی شده بود مشاهده شد.وی افزود: پس از بررسی‌های انجام شده مشخص شد ۲ نفر در خصوص راه اندازی و گرداندن این سایت شرط بندی فعالیت دارند و با وعده‌های فریبنده اقدام به کلاهبرداری می‌کنند.رئیس پلیس فتا تهران تصریح کرد: کارشناسان این پلیس با بررسی‌های همه جانبه موفق به شناسایی هر دو نفر در فضای مجازی شدند و با محرز شدن هویتشان برای پلیس، پس از تشریفات قضایی، مجرمان در یکی از مناطق شرقی پایتخت دستگیر و به همراه تجهیزات الکترونیک به پلیس فتا منتقل شد.وی افزود: متهمان با اعتراف به جرم خود، گفتند باتوجه به برگزاری مسابقه فوتبال تیم‌های پرسپولیس و استقلال یک سایت شرط بندی راه اندازی و با تبلیغات پر رنگ و لعاب و وعده میلیونر شدن یک شبه حدود پانصد میلیون تومان در مجموع کلاهبرداری کردیم که توسط پلیس دستگیر شدیم.سرهنگ گودرزی اظهار کرد: در واقع سایت‌های شرط‌بندی به گونه‌ای طراحی شده که در ابتدا افراد مبالغ کمی را برنده شوند و همین شیرینی برد‌های اولیه سبب می‌شود که علی‌رغم باخت‌های بعدی و مستمر در مراحل بعدی باز به شرط‌بندی ادامه بدهند و در نتیجه علاوه بر زیان مالی مشکلات بزرگی، چون مسائل روحی و خانوادگی نیز گریبان‌گیر آن‌ها شود.رئیس پلیس فتا پایتخت با اشاره به اینکه آگاهی بخشی و پیشگیری از وقوع جرائم در فضای مجازی از اولویت‌های پلیس فتا است، به شهروندان توصیه کرد: در صورت مشاهده هرگونه مورد مشکوک یا تهدید توسط مجرمان و اخاذان اینترنتی، موضوع را در اولین فرصت به پلیس اطلاع دهند و به صورت مستمر برای مطالعه اخبار جرائم سایبری و مصونیت از شگرد‌های مجرمانه به وب سایت www.cyberpolice.ir مراجعه کنند.
150,صادق ضیائیان در گفت‌وگو با خبرنگار اقتصادی خبرگزاری فارس، درباره آخرین وضعیت جوی کشور اظهار داشت: از بعدازظهر فردا سامانه بارشی وارد کشور می‌شود و در برخی نقاط آذربایجان غربی، آذربایجان شرقی و کردستان سبب بارش خواهد شد و روز پنجشنبه 11 آذر این سامانه در استان‌های واقع در شمال غرب و غرب کشور، جنوب غرب،‌ استان‌های ساحلی خزر، استان‌های واقع در دامنه‌های جنوبی البرز مرکزی و بخش‌هایی از مرکز کشور سبب بارش باران و وزش باد شدید موقت می‌شود.
152,مدیرکل پیش‌بینی و هشدار سازمان هواشناسی افزود: این سامانه روز 11 آذر در استان‌های جنوبی، رعد و برق به همراه دارد و در برخی نقاط شمال غرب و استان‌های واقع در البرز مرکزی و زاگرس مرکزی سبب بارش برف می‌شود.وی اضافه کرد: روز جمعه بارش در غرب و شمال غرب قطع شده و در نیمه شرقی کشور، سواحل مرکزی و شرقی خزر، نواحی مرکزی و جنوبی کشور بارش خواهیم داشت.مدیرکل پیش بینی و هشدار سازمان هواشناسی اظهار داشت: روزهای پنجشنبه و جمعه هفته جاری دریای خزر مواج خواهد بود و شنبه 13 آذر بارش پراکنده در خراسان‌های رضوی و جنوبی داریم و این سامانه بارشی از کشور خارج می‌شود.ضیائیان افزود: روزهای پنجشنبه و جمعه کاهش 8 تا 12 درجه‌ای دما در نیمه شمالی کشور پیش‌بینی می‌شود.
158,به گزارش خبرگزاری فارس از تهران، عابد ملکی معاون هماهنگی عمرانی استانداری تهران، امشب در جلسه کمیته کنترل آلودگی هوای استان تهران در استانداری با اشاره به ممنوعیت تردد شبانه خودروهای سنگین و دیزلی اظهار کرد: از تردد موتورسیکلت‌ها و خودروهای دودزا و فاقد معاینه فنی جلوگیری می‌شود، همچنین محدودیت فعالیت عمرانی آلاینده و روشن ماندن اتوبوس‌ها و مینی‌بوس‌ها در پایانه‌ها درنظر گرفته شده است.وی به پیش‌بینی هواشناسی و افزایش شاخص آلودگی به بیش از ۱۵۰ واحد اشاره کرد و گفت: استقرار فوریت‌های پزشکی مانند هلال احمر و اورژانس در نقاط مختلف پایتخت، نظارت ویژه برای جلوگیری از سوزاندن زباله و ضایعات، تعطیلی موقت واحدهای صنعتی تشدیدکننده آلودگی هوا، عدم استفاده از سوخت مایع در نیروگاه‌ها و صنایع مجاور کلان شهرها و اطلاع‌رسانی صداوسیما برای جلوگیری از ورزش‌های همگانی و انفرادی در فضای آزاد، از مصوبات جلسه اخیر کمیته اضطرار آلودگی هوای تهران است.معاون هماهنگی عمرانی استاندار تهران به تعطیلی سه روز آینده دانشگاه‌ها و مدارس مناطق ۲۲ گانه تهران و ارائه آموزش غیر حضوری تاکید کرد و ادامه داد: با توجه به وجود زیر ساخت های آموزش غیر حضوری مدارس روز چهار شنبه غیر حضوری هستند و مدارس حضوری تعطیل می باشند.وی افزود: همچنین مقرر شد با توجه به تشدید آلودگی هوا با مرخصی مادران کارمند دارای کودک نیز موافقت شود.
159,ملکی در پایان به بهبود وضعیت در روزهای شنبه و یکشنبه هفته آینده خبر داد و خاطرنشان کرد: مصوبات این جلسه تا سه روز آینده اعتبار دارد و در ابتدای هفته آینده مجدد جلسه برگزار می‌کنیم.وی خاطر نشان کرد: با توجه به وضعیت کرونا و آلودگی هوا، رعایت بیشتر دستورالعمل‌های بهداشتی لازم است، همچنین برای کنترل وضعیت اول هفته آینده جلسه دیگری خواهیم داشت.
188,بر اثر سقوط یک پاراگلایدر در کیلومتر ۱۵ محور مهدیشهر به سمنان، خلبان آن به‌شدت مصدوم شد.به گزارش خبرگزاری فارس از سمنان، بر اساس اعلام مرکز کنترل و هماهنگی عملیات جمعیت هلال احمر استان سمنان، با وقوع حادثه‌ای در ساعت ۱۱:۵۰ امروز، سقوط یک نفر از پاراگلایدر در این استان ثبت شد.این حادثه در کیلومتر ۱۵ محور مهدیشهر به سمنان و ارتفاعات جاده سلامت رخ داد و به سرعت تیم امداد کوهستان شهمیرزاد وارد عمل شدند.در این حادثه، خلبان مصدوم و توسط اورژانس به مرکز درمانی منتقل شد.
