id,news
3, مجلس به دنبال بستنِ راهِ «تنفسِ» جنگل‌های شمال؟ / آیا درخواست جمع آوری «درختان شکسته و افتاده» اسم رمز قطع درختان و نابودی جنگل است؟مجلس به دنبال بستنِ راهِ «تنفسِ» جنگل‌های شمال؟ / آیا درخواست جمع آوری «درختان شکسته و افتاده» اسم رمز قطع درختان و نابودی جنگل است؟تمام ۳۲ نماینده سه استان شمالی، پنجشنبه چهارم آذرماه با رئیس دولت سیزدهم جلسه داشتند تا از او بخواهند فکری به حال خوراک کارخانه‌های شمال کند. کارخانه‌هایی که در نخستین روز کسب مجوز، به شرط تامین چوب از آن سوی مرزها، گواهی فعالیت دریافت کردند.
5, تسنیم: دلار در بازار آزاد: ۳۰ هزار و ۱۰۰تومانتسنیم: دلار در بازار آزاد: ۳۰ هزار و ۱۰۰تومانامروز در بازار آزاد تا این لحظه قیمت طلای ۱۸ عیار هر گرم یک میلیون و ۲۹۵ هزار تومان، قیمت سکه تمام‌بهار آزادی طرح جدید ۱۲ میلیون و ۹۷۰ هزار تومان و قیمت دلار ۳۰هزار و ۱۰۰تومان است.
15,فراهم شدن فرصت مشارکت شرکت‌های ایرانی در بازسازی سوریه/ مصاحبه اختصاصی با وزیر صنایع سوریهفراهم شدن فرصت مشارکت شرکت‌های ایرانی در بازسازی سوریه/ مصاحبه اختصاصی با وزیر صنایع سوریه وزیر صنایع سوریه تاکید کرد: در نتیجه جنگ ظالمانه علیه سوریه، بسیاری از زیرساخت‌های کشور به طور گسترده ویران شد و بازسازی این تاسیسات به سرمایه‌گذاران ایرانی پیشنهاد شد.
20,آمریکایی‌ها همچنان به دنبال تقویت پایگاه‌های نظامی خود در عراقآمریکایی‌ها همچنان به‌دنبال تقویت پایگاه‌های نظامی خود در عراقیکی از کارشناسان امور امنیتی عراقی از تحرکات آمریکا در راستای تقویت پایگاه‌های نظامی خود در عراق سخن گفت و آن را در تضاد با اظهارنظرها درباره خروج این نیروها دانست.
23,حق الزحمه دانشجویان واکسیناتور تعیین شدبه گزارش خبرنگار مهر، دکتر کمال حیدری معاون بهداشتی وزارت بهداشت در نامه‌ای به دکتر عباس شیراوژن معاون فرهنگی و دانشجویی وزارت بهداشت موضوع مشارکت دانشجویان در طرح واکسیناسیون کشوری را پاسخ داده است.در این نامه آمده است: «در راستای گام پنجم طرح شهید سلیمانی مبتنی بر واکسیناسیون عمومی، پایگاه‌های تجمیعی واکسیناسیون جهت تسهیل و تسریع در روند واکسیناسیون کووید - ۱۹ راه اندازی و مقرر شد دانشگاه‌های علوم پزشکی از همه امکانات دانشگاه در این راستا استفاده کنند.یکی از نکات راهبردی بهره‌گیری از نیروهای دانشجو در رشته‌های مرتبط با این موضوع بود که خوشبختانه با حضور همه جانبه دانشجویان و فعالیت‌های بی شائبه آنان، شاهد پیشرفت‌های زیادی در عملکرد پایگاه‌های تجمیعی در امر واکسیناسیون بوده و هستیم که نقش دانشجویان در رسیدن به اهداف غیر قابل انکار است و باید به نحو مقتضی از آنان تقدیر شود.با توجه به اینکه حضور دانشجویان بر اساس کار دانشجویی معمولاً صورت می‌پذیرد و حق الزحمه در نظر گرفته برای آنان پاسخگوی زحمات و همچنین هزینه‌های ایاب و ذهاب را نخواهد کرد، بنابراین با بررسی‌های صورت گرفته مبلغ حق الزحمه دانشجویان به صورت ساعتی ۱۵۰ هزار ریال (۱۵ هزار تومان) تعیین می‌شود.امید است با مساعدت‌های معاونت فرهنگی و دانشجویی وزارت بهداشت و با تخصیص اعتبارات مربوط از سوی سازمان برنامه و بودجه به زودی جبران حداقلی زحمات دانشجویان صورت پذیرد.»پیش از این دکتر حمیدرضا اشراقی مدیرکل دانشجویی وزارت بهداشت در گفتگو با خبرنگار مهر درباره کار دانشجویی دانشجویان علوم پزشکی در حوزه واکسیناسیون گفته بود: دانشجویان علوم پزشکی که به عنوان واکسیناتور در واکسیناسیون کرونا همکاری کرده‌اند یک حق الزحمه تحت عنوان کار دانشجویی دریافت می‌کنند که در حال هماهنگی با معاونت بهداشتی برای تعیین آن هستیم.
26,رایان رینولدز مهم‌ترین جایزه کشورش را برد/ تجلیل کانادا از بازیگربه گزارش خبرگزاری مهر به نقل از آسوشیتدپرس، رایان رینولدز با دریافت جایزه فرماندار کل کشورش تجلیل شد. جایزه فرماندار کل هر سال در بخش‌های مختلفی ارایه می‌شود که بخش هنرهای نمایشی هم از جمله آنهاست.در مراسم اهدای این جوایز مجری مراسم از رایان رینولدز برای همه افتخارهایی که برای کشورش کسب کرده است تجلیل کرد.هیات انتخاب جوایز ۲۰۲۱ در بیانیه خود از رایان رینولدز به عنوان یکی از محبوب‌ترین و شناخته‌شده‌ترین بازیگران کانادایی یاد و تاکید کرد که وی در مجموعه‌ای از زمینه‌های بازیگری از کمدی‌های تلویزیونی تا انیمیشن‌ها و فیلم‌های بلند خود را ثابت کرده است. این هیات از «دد پول» ۱ و ۲ به عنوان نمونه‌هایی از این قدرت یاد کرد و افزود همه این فیلم‌ها با تحسین منتقدها روبه رو شده‌است.بنا به اعلام مجله فوربز، رینولدز در سال ۲۰۲۰ با ۷۱٫۵ میلیون دلار درآمد، دومین بازیگر پردرآمد هالیوود بوده است. «هابز و شاو» در سال ۲۰۱۹، صداپیشگی «غارنشین‌ها: عصر جدید» در سال ۲۰۲۰، فیلم سینمایی «مرد آزاد» در سال ۲۰۲۱ از جدیدترین فیلم‌های وی هستند.جوایز فرماندار کل در ۲ بخش انگلیسی زبان و فرانسوی زبان به بهترین داستان، ادبیات غیرداستانی، شعر، نمایشنامه، ادبیات جوانان، کتاب‌های مصور و ترجمه نیز اهدا می‌شود.
27,ابرژله ای که قدرت تحمل وزن خودرو را داردبه گزارش خبرگزاری مهر به نقل از دیلی میل، به گفته آنها هیدروژل شیشه مانند مذکور شبیه ژله نرم است، اما هنگامیکه ماده تحت فشار قرار می‌گیرد مانند شیشه ضد ضربه عمل می‌کند.برای این منظور محققان شبکه ای از پلیمرها را استفاده کردند که با کمک واکنش‌های شیمیایی برگشت پذیر در کنار هم حفظ شده بودند تا بتوانند ویژگی‌های مکانیکی ژله را کنترل کنند. این نخستین باری است که ماده نرمی تولید شده که چنین تحمل بالایی در مقابل نیروی‌های فشاری دارد.ابر ژله مذکور برای استفاده در نرم ربات‌ها و همچنین جایگزین کردن غضروف‌های آسیب دیده کارآمد است. درهمین راستا محققان از ماده جدید برای ساخت حسگر فشار هیدروژلی استفاده کرده‌اند.این حسگر هنگامیکه زیر پا قرار می‌گیرد، قادر به رصد راه رفتن، ایستادن و پرش کاربر است.هیدروژل ها شبکه‌هایی سه بعدی از پلیمرهای آب دوست هستند که در آب منبسط می‌شوند و مقدار زیادی مایعات را در ساختار خود حفظ می‌کنند. سختی و قدرت ترمیم خود از ویژگی‌های محبوب این مواد است.
28,کشف آسیب‌پذیری جدید در سیستم‌عامل ویندوزبه گزارش خبرگزاری مهر به نقل از مرکز مدیریت راهبردی افتای ریاست جمهوری، آسیب‌پذیری و ضعف امنیتی جدید و قدرتمند در تمامی نسخ ویندوز، سطح دسترسی مهاجمان را افزایش می‌دهد و سوءاستفاده از آن، دستیابی به امتیازات کاربر با سطح دسترسی بالا را به‌صورت محلی فراهم می‌کند.با استفاده از این آسیب‌پذیری جدید، مهاجمان دارای دسترسی محدود، می‌توانند به‌راحتی در یک دستگاه هک شده، امتیازات و سطح دسترسی خود را افزایش داده و آلودگی را در شبکه توسعه دهند.امتیازات SYSTEM بالاترین حق دسترسی برای کاربران Windows است که انجام هر یک از فرامین سیستم‌عامل را ممکن می‌سازد.یکی از محققان امنیت سایبری، جزئیات فنی این آسیب‌پذیری جدید را از نوع روز صفر افشا و اثبات کرده است که نسخ مختلفی از سیستم‌عامل ویندوز از این ضعف امنیتی، تأثیر می‌پذیرند.با وجودی که شرکت مایکروسافت، مجموعه اصلاحیه‌های امنیتی ماه نوامبر ۲۰۲۱ را منتشر کرده، اما محقق یادشده اثبات کرده که این ضعف امنیتی به‌درستی ترمیم نشده است و مجموعه اصلاحیه‌های امنیتی، اقدامی به وصله آن نخواهد کرد، زیرا به آسیب‌پذیری بسیار مخرب‌تری منجر می‌شود.این محقق امنیت سایبری گفته است اگرچه می‌توان از طریق اعمال و پیکربندی Group Policy از نصب فایل‌های MSI توسط کاربران «Standard» جلوگیری کرد، ضعف امنیتی روز صفر جدید همچنان این پیکربندی را دور می‌زند و به هر حال کار خواهد کرد.پس از افشای ضعف امنیتی جدید و انتشار عمومی نمونه اثبات‌گر، محققان امنیتی سیسکو نیز در گزارشی از شناسایی چندین بدافزار خبر داده‌اند که در حال آزمایش آسیب‌پذیری مذکور و نمونه اثبات‌گر منتشر شده در حملات کوچک هستند تا در آینده کارزارهای گسترده‌ای را راه‌اندازی کنند.این امر نشان می‌دهد که مهاجمان چقدر سریع ضعف‌های امنیتی و نمونه اثبات‌گری را به کار گرفته‌اند که در دسترس عموم قرار گرفته است.کارشناسان مرکز مدیریت راهبردی افتا از راهبران امنیتی زیر ساخت‌های حیاتی خواسته اند تا به دلیل پیچیدگی آسیب‌پذیری جدید در سیستم عامل ویندوز، منتظر انتشار یک وصله امنیتی از سوی مایکروسافت باشند، چون به احتمال قوی، شرکت مایکروسافت این آسیب‌پذیری را در به‌روزرسانی ماه جدید میلادی برطرف خواهد کرد.اطلاعات و توضیحات فنی در پایگاه اینترنتی مرکز مدیریت راهبردی افتا منتشر شده است.
29,طراحی سامانه کنترل و مهار شن در چاه‌های نفت و گازبه گزارش خبرگزاری مهر به نقل از ‌صندوق نوآوری و شکوفایی، روح‌الله آهنگران، مدیرعامل یک شرکت دانش بنیان گفت: در این شرکت، توانایی ارائه خدمات گسترده و یکپارچه مانند طراحی و مهندسی، تهیه و تأمین کالا، ساخت تجهیزات و خدمات رانش و نصب در میادین نفت و گاز را داریم.وی با بیان اینکه تولید یکی از مهمترین ابزارهای استراتژیک صنعت نفت تحت عنوان «ویپ استاک» در این شرکت یکی از افتخارات ما بوده، گفت: بنا داریم آویزه‌های آستری چرخشی را که از جمله پیشرفته‌ترین تجهیزات درون چاهی کاربردی برای افزایش ظرفیت میادین نفتی کشور هستند را به تولید برسانیم.به گفته آهنگران، با اتکا به تخصص و تجربه شرکت، فعالیت جدی خود را در جهت تکمیل خدمات یکپارچه، خدمات جانبی چاه‌های نفت و گاز از قبیل مانده‌یابی و سیستم کنار گذر چاه‌ها ( ویپ استاک)، مسدودکننده ها و... ادامه می‌دهیم.مدیرعامل شرکت اظهار کرد: تاکنون در این شرکت بیش از ۵۰۰ دستگاه «ویپ استاک» را به تولید رسانده ایم.وی با بیان اینکه تکنولوژی سیستم‌های مهار شن انحصارا در اختیار کشورهای آمریکای شمالی، ایران و چین است، گفت: استفاده از این دستگاه، منجر به حفظ مزایای کلیه سیستم‌های کنترل شن، می شود که اکنون با استفاده از نمونه ایرانی آن، باعث جلوگیری از واردات خواهیم شد.
30,هشدار همراه اول درباره کلاهبرداری از طریق مکالمه بین‌المللبه گزارش خبرگزاری مهر به نقل از اداره کل ارتباطات شرکت ارتباطات سیار ایران، تماس های ناشناس بین المللی، ارتباط با شماره مسابقات شبکه های ماهواره ای، پیامک های حاوی لینک های اغوا کننده، تعامل با سایت های اینترنتی از قبیل دوست یابی و شرط بندی و مواردی از این دست، اغلب به دنبال کلاهبرداری از مشترکان هستند که منجر به صدور صورتحساب های نجومی برای آنان می شود.در رایج ترین شیوه که از قضا در رأس تقلب های صنعت تلکام دنیا نیز قرار دارد، مشترکان با تماس های از دست رفته ای از سرشماره های بین المللی و با منشأ نامشخص مواجه می شوند که در صورت تماس گرفتن با آن شماره ها، متحمل هزینه سنگین خواهند شد.خوشبختانه با توجه به مسائل امنیتی شبکه همراه اول، امکان هک کردن سیم کارت و شماره مشترکان جهت پرداخت ناخواسته هزینه استفاده دیگران، برای کلاهبرداران وجود ندارد تا از این طریق بتوانند هزینه های سنگینی را به مشترکان تحمیل کنند؛ بنابراین کلاهبرداران صرفا از طریق وسوسه و تحریک مشترکان اقدام به سو استفاده از آن ها می کنند.با وجود آن که در سال ۱۳۹۸ با ابلاغ مصوبه ۲۸۹ به اپراتورها، موضوع انتقال مکالمه بین الملل مشترکان از سمت شرکت ارتباطات زیرساخت به اپراتورهای کشور منتقل شد و بعد از آن به واسطه قرارداد اپراتورها با شرکت های خارجی حمل ترافیک (به اصطلاح کریر) که ترافیک مشترکان را به تمامی کشورها و اپراتورهای بین المللی حمل می کنند، ترافیک مشترکان در ابری از شرکت های حامل دست به دست می شود تا به مقصد برسد؛ اما برخی از این قبیل کلاهبرداری ها از سمت این شرکت ها در حال انجام است که هم به مشترکان و هم به اپراتورها لطمه می زند.در حال حاضر، همراه اول تنها اپراتوری است که سوئیچ انحصاری خود را دارد و به همین دلیل با پیاده‌سازی الگوریتم های شناسایی و مسدود سازی شماره ها در لبه شبکه، سرعتی بسیار بالاتر از هرگونه سامانه مدیریت تقلب قبلی را داراست و روزانه بیش از چند هزار رنج شماره تقلبی، شناسایی و مسدود می شود.همچنین در طول دو سال گذشته نیز به صورت مستمر، علاوه بر نظارت آنلاین شبانه روزی و تغییر مسیرهای پرتقلب به مسیرهای کم ریسک و با کیفیت، شکایت مشترکان در این خصوص بررسی شده و در صورت تماس با مقاصد متقلبانه به مشترک آگاهی رسانی و در دو مورد جبران خسارت به مشترکان صورت گرفته و همچنین جریمه ای برای شرکت های حامل متقلب در نظر گرفته شده است.همراه اول به مشترکان خود توصیه کرده در محیط های پرریسک و سفرهای خارجی، علاوه بر تعریف قفل گوشی و اثر انگشت، قفل سیمکارت (PIN) خود را هم برای جلوگیری از سوء استفاده های احتمالی ناشی از دزدی گوشی و سیمکارت فعال کنند؛ همچنین این نوید را به مشترکانی که نمی خواهند از سرویس مکالمه بین الملل استفاده کنند داده که بزودی بتوانند از طریق یک کد دستوری که اطلاع رسانی خواهد شد، محدودیت تماس با مقاصد بین المللی را برای شماره خود فعال کنند.لازم به ذکر است در اختیار گذاشتن بدون نظارت گوشی به کودکان و نوجوانان هم ممکن است باعث تماس خواسته یا ناخواسته با شماره های بین الملل شود که با توجه به آنی بودن شارژینگ سرویس مکالمه بین الملل در اپراتورها، مشترکان با مشاهده قبض میاندوره یا مراجعه به اپلیکشن «همراه من» یا مشاهده شارژ سیمکارت اعتباری خود، می توانند به سرعت متوجه این موضوع شوند.همراه اول در پایان تاکید کرده که مشترکان درصورت مشاهده تماس از دست‌رفته (missed call) به کد کشور تماس گیرنده در زمان تماس دقت کنند و در صورتی که در زمان تماس روی صفحه گوشی به جز کدهای ۰۰۹۸ یا ۹۸+، کد دیگری مشاهده شد، بلافاصله تماس را قطع کرده و شماره را بررسی کنند.
