id,news_
1,لیست بازیکنان استقلال برای بازی با صنعت نفت اعلام شدبه گزارش خبرنگار مهر، تیم فوتبال استقلال از ساعت ۱۶ فردا دوشنبه در چارچوب مسابقات هفته هفتم لیگ برتر میهمان صنعت نفت آبادان است.آخرین تمرین استقلال پیش از این بازی امروز در تهران برگزار شد.بازیکنان استقلال بعد از گرم کردن و مرور کارهای تیمی به فوتبال درون تیمی مشغول شدند.آرمان رمضانی به دلیل سرماخوردگی در این جلسه تمرینی غایب بود.عارف غلامی و ابوالفضل جلالی مانند روز گذشته در این تمرین به صورت اختصاصی کار کردند.باشگاه استقلال همچنین لیست بازیکنان خود برای این مسابقه را اعلام کرد که نام «رودی ژستد» و « کوین یامگا» دو مهاجم خارجی هم در آن به چشم می خورد.
16,جدول لیگ برتر فوتبال| گل‌گهر، برنده واقعی تساوی دربی + نتایج و برنامه مسابقاتجدول لیگ برتر فوتبال| گل‌گهر، برنده واقعی تساوی دربی + نتایج و برنامه مسابقاتآبی‌های سیرجان به لطف غلبه بر سپاهان و تساوی دربی ۹۷، به صدر جدول لیگ برتر رسیدند.
38,به گزارش خبرنگار مهر، تیم فوتبال پورتو شب گذشته در چارچوب مسابقات هفته دوازدهم لیگ پرتغال به مصاف تیم ویتوریا رفت و با نتیجه ۲ بر ۱ به پیروزی رسید. مهدی طارمی مهاجم ایرانی پورتو در این مسابقه در ترکیب اصلی تیمش حضور داشت و حتی برای پورتو گلزنی کرد اما این گل بعد از بازبینی توسط کمک داور ویدئویی، مردود اعلام شد.پورتو با این برد ۳۲ امتیازی شد تا به صدرنشینی در لیگ پرتغال بالاتر از اسپورتینگ و بنفیکا ادامه بدهد.اما در این مسابقه اتفاقی رخ داد که از چشم رسانه های پرتغال پنهان نماند. در یک صحنه، «زیدو» بازیکن پورتو به اینکه مهدی طارمی به او پاس نداده است، معترض شد.«سرجیو کونسیسائو» سرمربی پورتو در واکنش به این موضوع به شوخی و با لبخند گفت: طبیعی است. زیدو چند بار آنجا بود و می خواست گل بزند اما به او توپ ندادند.وی همچنین درباره اینکه طارمی در ۶ بازی گذشته موفق به گلزنی نشده است، تصریح کرد: او زمانی که باید شوت بزند، پاس می دهد درست مثل بازی قبل (در دیدار با لیورپول) و یا زمانی که باید پاس بدهد، شوت می زند.سرمربی پورتو افزود: طارمی زمانی که باید فداکار باشد، خودخواه است و زمانی که باید خودخواه باشد، فداکار و نوع دوست است! این بخشی از این لحظه است.کد خبر 5363263
58,اظهارات جنجالی در لیگ برتر فوتسال/برای قهرمانی داوری هم لازم است!به گزارش خبرنگار مهر، در یکی از بازی های هفته دوازدهم لیگ برتر فوتسال امروز یکشنبه تیم سن ایچ ساوه در اصفهان برابر گیتی پسند با نتیجه ۳ به ۴ شکست خورد و از رسیدن به صدر جدول بازماند.این بازی به ویژه در دقایق پایانی نیمه دوم جنجالی شد و اعتراضات به قضاوت داور از سوی نیمکت نشینان تیم سن ایچ اوج گرفت؛ تا جایی که داور به دو عضو کادر فنی سن ایچ کارت قرمز داد و محسن حسن زاده سرمربی سن ایچ هم کارت زرد گرفت.حسن زاده در پایان این مسابقه، با انتقاد از عملکرد داور گفت: بازی خیلی خوب و پرهیجانی بود ولی داور یک مقدار زیبایی مسابقه را تحت تاثیر قرار داد. یکی از بازی هایی بود که سوت داور در مسابقه تاثیرگذار بود.سرمربی تیم سن ایچ افزود: در مصاحبه های قبل هم گفته بودم برای قهرمانی فاکتورهای زیادی لازم است از جمله این مسائل (داوری) که ما در آن ضعف داریم. با تمام تلاشی که بچه های ما می کنند، ولی اینطور حقمان ضایع می شود. این کار درست نیست و در بلندمدت فوتسال ما ضربه می خورد چرا که مسائل فنی و کیفیت بازیکنان از بین می رود.حسن زاده که به صورت زنده با شبکه اصفهان گفتگو می کرد، یادآور شد: در نیمه دوم سه بازیکن ما یعنی رستمی، علیرضا جوان و ندری مصدوم شدند و با ۶ نفر بازی کردیم. این باعث شد بازیکنانمان تمرکز نداشته باشند و خطا بدهند که داور هم سخت گیرانه عمل کرد.همچنین محمد کشاورز سرمربی تیم گیتی پسند بعد از این مسابقه گفت: بازی خیلی خوب و سراسر تاکتیکی بود. مستحق برد بودیم. در نیمه دوم خوب کارکردیم و به جز چهار پنج دقیقه آخر بازی که کمی عقب نشستیم، بر حریف مسلط بودیم.وی با بیان اینکه این کیفیت را از تیم سن ایچ توقع داشته است، افزود: سه پنالتی نقطه دوم از دست دادیم که به هر حال این اتفاقات پیش می آید. بازیکنان ما تلاششان را کردند.سرمربی تیم فوتسال گیتی پسند در پایان گفت: نیمه اول بازی پایاپایی بود. در نیمه دوم بازی را بهتر شروع کردیم و تیم حریف را تحت فشار گذاشتیم. مالکیت توپ به جز پنج دقیقه آخر برای ما بود. از کیفیت فنی خودمان راضی هستم. کسانی که بازی را تماشا کردند از آن لذت بردند.
66,به گزارش خبرآنلاین آذربایجان‌غربی، تیم همیاری آذربایجان‌غربی در چهارمین هفته لیگ دسته یک برابر تیم مدعی ذوب‌آهن اصفهان در هوایی بارانی در ورزشگاه خانه جوان ارومیه به تساوی بدون گل دست یافت.
90,تعدادی از هواداران استقلال و پرسپولیس با توجه به برگزاری دربی ۹۷ بدون حضور تماشاگران در بیرون از ورزشگاه از تیم محبوب خود حمایت می‌کنند.به گزارش خبرنگار ورزشی خبرگزاری تسنیم،‌ حساس‌ترین دیدار هفته هشتم رقابت‌های لیگ برتر فوتبال بین دو تیم استقلال و پرسپولیس در قالب دربی 97 پایتخت از ساعت 16:15 امروز (شنبه) در ورزشگاه آزادی به قضاوت موعود بنیادی‌فر برگزار می‌شود.
92,سرمربی رایکای بابل معتقد است اگر سیستم کمک داور ویدئویی در ایران اجرا شود، بسیاری از مربیان کشورمان نمی‌توانند به فعالیت خود ادامه دهند.پیروز قربانی در گفت‌وگو با خبرنگار ورزشی خبرگزاری تسنیم، درباره شرایط تیم فوتبال رایکای بابل اظهار داشت: کارت بازی برخی بازیکنان تا هفته هفتم صادر نشده بود و هفته‌های ابتدایی را به شناخت تیم اختصاص دادیم. آنها از دیدار مقابل قشقایی به تیم ما اضافه شدند و دست ما بازتر می‌شود. رایکا 80 تا 90 درصد نسبت به فصل گذشته تغییر کرده است و عمده نفرات ما را بازیکنان زیر 23 سال تشکیل می‌دهند. تیم برای رسیدن به ثبات به زمان نیاز دارد.
111,نگرانی برای آینده تیم ملی فوتبال بانوان/ صعود تاریخی تلخ می‌شود؟نگرانی برای آینده تیم ملی فوتبال بانوان/ صعود تاریخی تلخ می‌شود؟مشکلاتی که برای تیم ملی فوتبال زنان ایران پس از صعود تاریخی به مرحله مقدماتی جام ملت‌های آسیا رقم خورده، نگرانی‌ها برای تداوم این موفقیت را افزایش داده و کار را برای این تیم سخت کرده استبه گزارش خبرنگار مهر، تیم ملی فوتبال زنان ایران مهرماه سال جاری با شکست دادن تیم اردن صعود تاریخی به مرحله مقدماتی جام ملت های آسیا ۲۰۲۲ هند داشت. پس از صعود تاریخی، ملی پوشان حریفان خود را در مرحله نهایی شناختند و انتظار می رفت در مدت زمان باقیمانده تا مرحله مقدماتی مسابقات، برنامه ریزی دقیقی برای آماده سازی تیم ملی صورت گیرد تا شاهد تداوم موفقیت تیم ملی فوتبال زنان باشیم.اما اتفاقاتی پیرامون تیم ملی رخ داده است که نگرانی‌ها را برای رقم زدن موفقیت‌ها، بیش‌تر کرده است. یکی از مشکلات برگزاری مسابقات لیگ در زمین‌های بی کیفیت و شرایط آب و هوایی متفاوت است که منجر به افزایش مصدومیت بازیکنان شده است. گلنوش خسروی در تمرینات تیم بم، غزاله بنی طالب در بازی با زارع باطری و زهرا سربالی در بازی دو تیم بم و البرز دچار مصدومیت شدند تا این سه بازیکن در اختیار تیم ملی نباشند.ملی پوشان در گروه اول در حالی با تیم‌های هند، چین و چین تایپه همگروه هستند که هند میزبان مسابقات است و تا امروز ۱۴ دیدار تدارکاتی از جمله بازی با برزیل را انجام داده است و مسابقه با شیلی را در نیز در برنامه دارد.نگرانی برای آینده تیم ملی فوتبال بانوان/ صعود تاریخی تلخ می‌شود؟مریم ایراندوست در واکنش به آماده سازی حریفان گفت: تیم ملی ایران تنها تیم بی‌تجربه در تورنمنت است که نیاز به برنامه ریزی بهتر و دقیق‌تری پس از صعود داشت. قبل از صعود پروسه آماده سازی خوبی پشت سرگذاشتیم اما بعد از صعود خیر! امیدوارم همه به فدراسیون فوتبال کمک کنند تا به اهدافش برسد.کره جنوبی، تایلند، ویتنام، روسیه، بلاروس، امارات، میانمار، تاجیکستان، ارمنستان، ترکیه و آذربایجان ۱۱ کشوری هستند که به درخواست برگزاری دیدار تدارکاتی با ایران پاسخ منفی دادند. اردوی بلژیک نیز لغو شد و تنها امید ایراندوست به پاسخ مثبتی است که ازبکستان به صورت شفاهی به ایران داد.از طرف دیگر نیز عدم تعامل باشگاه‌ها با تیم ملی باعث شد تا سه تیم شهرداری بم، سیرجان و سپاهان بازیکنان خود را در اختیار تیم ملی قرار ندهند تا ۲۱ بازیکن از لیست مریم ایراندوست در اختیار سرمربی نباشد.علاوه بر این مشکلات، توجهات فدراسیون فوتبال نسبت به تیم زنان عجیب است که پیش از صعود حمایت خوبی از تیم ملی صورت گرفت اما پس از صعود حمایت و توجهات رنگ باخت. مهم‌ترین بخش، حواشی ایجاد شده از سوی اردن برای ملی پوش زنان بود که پس از یک هفته با فشار رسانه‌ها در نهایت بخش حقوقی فدراسیون شکایت خود را پس از بازی تیم ملی در اردن به AFC ارسال کرد.نگرانی برای آینده تیم ملی فوتبال بانوان/ صعود تاریخی تلخ می‌شود؟شهاب الدین عزیزی خادم، رئیس و شهره موسوی نایب رئیس زنان هیچ موضع رسمی در این موضوع نداشتند تا حداقل کمی از بار فشار تیم ملی کاسته شود. نقش شهره موسوی که ارتباط خود را با رسانه ها به حداقل رسانده است و هیچ برنامه‌ای ارائه نمی دهد، شبهه برانگیز است که نایب رئیس بانوان در فدراسیون فوتبال مشغول به چه کاری است؟تیم ملی فوتبال زنان پس از تاریخ سازی و صعود به مرحله مقدماتی جام ملت‌ها به طور عجیبی در رکود قرار دارد و ایراندوست و تیم پرامیدش همچنان امیدوارانه در انتظار فراهم شدن شرایط هستند تا به دنبال تحقق رویای بزرگ با دستان خالی به جنگیدن ادامه دهند.
135,جدول لیگ برتر فوتبال| گل‌گهر، برنده واقعی تساوی دربی + نتایج و برنامه مسابقاتآبی‌های سیرجان به لطف غلبه بر سپاهان و تساوی دربی ۹۷، به صدر جدول لیگ برتر رسیدند.به گزارش خبرگزاری تسنیم،‌ هفته هشتم مسابقات لیگ برتر فوتبال باشگاه‌های کشور، عصر امروز (شنبه) با چهار دیدار آغاز شد. گل‌گهر سیرجان در روز بازگشت امیر قلعه‌نویی به نیمکت، پیروزی شیرینی مقابل سپاهان تجربه کرد تا با 16 امتیاز و شرایط برابر با سپاهان، به لطف عملکرد بهتر در بازی رو در رو به صدر برسد. شاگردان محرم نویدکیا نیز در جایگاه دوم جدول قرار گرفتند.استقلال و پرسپولیس هم مقابل یکدیگر به تساوی رضایت دادند تا آنها نتوانند از شکست سپاهان بهره ببرند و خود را به صدر جدول برسانند. آبی‌پوشان با 14 امتیاز، در جایگاه چهارم جدول لیگ برتر ایستادند و پرسپولیس با 15 امتیاز، در رده سوم جدول ماندنی شد.برنامه دیدارهای امروز هفته هشتم لیگ برتر فوتبال به شرح زیر است:گل‌گهر سیرجان 4 - سپاهان اصفهان 2هوادار صفر - نفت مسجدسلیمان صفرصنعت نفت آبادان صفر - پیکان صفراستقلال صفر - پرسپولیس صفربرنامه دیدارهای باقیمانده هفته هشتم لیگ برتر به این شرح است:یکشنبه 14 آذر 1400فجر سپاسی شیراز - فولاد خوزستان، ورزشگاه حافظیه شیراز، ساعت 15داوران: کمیل غلامی، قهرمان نجفی، نجف پناهی و روح‌الله شریفیناظر: فریدون اصفهانیانتراکتور تبریز - آلومینیوم اراک، ورزشگاه یادگار امام (ره) تبریز، ساعت 15داوران: احمد محمدی، حمید سبحانی، مهدی شفیعی و مسعود حقیقیناظر: بهرام مهرپیمانساجی مازندران - پدیده خراسان، ورزشگاه شهدای ساری، ساعت 15داوران: حسین زیاری، هادی طوسی، مرتضی سلمان‌نژاد و محمدحسین ترابیانناظر: ایرج نظریذوب‌آهن اصفهان - مس رفسنجان، ورزشگاه فولادشهر اصفهان، ساعت 15داوران: کوپال ناظمی، جلیل شعرانی، مرتضی یوسف شهریاری و عبدالنبی پورخلفناظر: محمود رفیعی
143,﻿مرتضی محصص در گفت‌وگو با خبرنگار ورزشی خبرگزاری فارس، در خصوص اینکه هفته هفتم لیگ برتر با سه مساوی بدون گل به پایان رسید و تنها  7گل در 8بازی به ثمر رسید، اظهار داشت: خوزه مورینیو عقیده دارد اگر از حریف گل نخوریم شانس برد داریم. خیلی از مربیان اول به دنبال این هستند که در نیمه‌ای که دفاع می‌کنند پرتعداد باشند و فضاهای مهم را خوب پوشش بدهند و چشم به ضد حمله‌ها داشته باشند.
