id,news_
0,رئیس‌جمهور ازبکستان در دیدار با رئیسی: از هر نوع همکاری با ایران استقبال می‌کنیمبه گزارش خبرگزاری فارس، آیت الله سید ابراهیم رئیسی رئیس‌جمهور در حاشیه پانزدهمین اجلاس سران سازمان همکاری اقتصادی اکو در دیدار «شوکت میرضیایف» رئیس جمهور ازبکستان، ظرفیت‌های کشورهای منطقه برای تعمیق روابط را فرصتی مناسب برای این کشورها دانست و تاکید کرد: در شرایط کنونی جهان، همکاری کشورهای منطقه بسیاری از تهدیدها را به فرصت تبدیل می‌کند و با حضور فعال کشورهای منطقه دیگر جایی برای دخالت کشورهای بیگانه نیست.آیت الله رئیسی توسعه روابط با ازبکستان را دارای اهمیت دانست و با اشاره به حجم مبادلات اقتصادی دو کشور تاکید کرد: وزرای خارجه ایران و ازبکستان باید نقشه راه همکاری‌های بلندمدت را ترسیم کنند.افغانستان یکی دیگر از موضوعات گفت‌وگوی روسای جمهور دو کشور بود که در آن بر استقرار دولت فراگیر با حضور همه مردم، اقوام و گروه‌های افغانستانی و نیز برقراری صلح و امنیت پایدار در این کشور تاکید شد.شوکت میرضیایف رئیس جمهور ازبکستان نیز در این دیدار با تقدیر از رویکرد فعال ایران در منطقه گفت: صلح و ثبات در این منطقه با مشارکت کشورهای بومی محقق می‌شود و ازبکستان از هر نوع همکاری با ایران استقبال می‌کند.رئیس جمهور ازبکستان ظرفیت‌های اقتصادی و مبادلات دو کشور را بستر مناسبی برای توسعه روابط دانست و خواهان افزایش سطح حجم تبادلات تجاری دو کشور شد.
5, خبرگزاری دولت: طرف‌ اروپایی قصد ارائه پیش‌نویس جدید در برابر پیشنهاد ایران در مذاکرات را نداردخبرگزاری دولت: طرف‌ اروپایی قصد ارائه پیش‌نویس جدید در برابر پیشنهاد ایران در مذاکرات را نداردایرنا، خبرگزاری رسمی دولت نوشت: آخرین هشدار اروپایی ها نسبت به از دست رفتن عنصر زمان است. اما همین بند به تنهایی کافیست که نشان دهد طرف‌ اروپایی بنایی برای ارائه پیش‌نویس جدید در برابر پیشنهاد ایران در مذاکرات ندارد. چراکه اولا شرط ارائه پیش‌نویس رعایت مبانی مشترک دو طرف است و اگر چنین نباشد پیشنهاد برای دستیابی به توافق محسوب نمی‌شود. در ثانی ارائه پیش‌نویس جدید در قالب ائتلاف ۱+۴ به ایران با وجود اختلافات داخلی اعضا چندان گزینه مطلوبی به شمار نمی‌رود.
6,وزیر خارجه آمریکا: به دلیل جدی نبودن تهران، ما به این دور از گفتگوها پایان بخشیدیموزیر خارجه آمریکا: به دلیل جدی نبودن تهران، ما به این دور از گفتگوها پایان بخشیدیم«آنتونی بلینکن» وزیر خارجه آمریکا مدعی شد «چیزی که طی روزهای اخیر شاهد آن بودیم این بود که ایران درباره آن چیزی که برای بازگشت به تعهدات ضروری است، جدی نبوده و همین موضوع دلیل آن بود که ما به این دور از گفت‌وگوها در وین پایان بخشیدیم».
8, انریکه مورا: چهارشنبه یا پنجشنبه آینده به مذاکرات باز می‌گردیمانریکه مورا:  چهارشنبه یا پنجشنبه آینده به مذاکرات باز می‌گردیمانریکه مورا معاون دبیرکل سرویس اقدام خارجی اتحادیه اروپا پس از نشست کمیسیون برجام اعلام کرد که چهارشنبه یا پنجشنبه آینده به مذاکرات باز می گردیم.
9, مکرون: مذاکرات وین موفقیت آمیز نبود / به احتمال زیاد این مذاکرات در کوتاه مدت از سر گرفته نشودمکرون: مذاکرات وین موفقیت آمیز نبود / به احتمال زیاد این مذاکرات در کوتاه مدت از سر گرفته نشودامانوئل ماکرون، رئیس‌جمهور فرانسه روز جمعه گفت به نظر می‌رسد دور کنونی مذاکرات هسته‌ای با ایران در وین موفقیت‌آمیز نبوده است.
10, مشاور تیم مذاکره‌کننده ایران در وین: طرف های اروپایی نسبت به دو سند پیشنهادی ایران ناراضی اند / اروپایی‌ها نمی‌توانند بگویند که تهران بیش از آنچه که در توافق است، مطالبه کرده / در صورت عدم بازگشت آمریکا به برجام، طرح جایگرین ایران ادامه برنامه هسته‌ای و تقویت روابط با کشورهای آسیایی استمشاور تیم مذاکره‌کننده ایران در وین: طرف های اروپایی نسبت به دو سند پیشنهادی ایران ناراضی اند / اروپایی‌ها نمی‌توانند بگویند که تهران بیش از آنچه که در توافق است، مطالبه کرده / در صورت عدم بازگشت آمریکا به برجام، طرح جایگرین ایران ادامه برنامه هسته‌ای و تقویت روابط با کشورهای آسیایی استمشاور تیم مذاکره کننده ایرانی در واکنش به نارضایتی اروپایی‌ها از این دو پیش نویس گفت: پیش نویس‌های ما شب گذشته به طرف غربی ارائه شد و امروز در نشست برجام درباره آن بحث خواهد شد و طرف اروپایی نارضایتی خود را از این دو پیش نویس نشان داده است.
15,واکنش عجولانه بازار ارز به نتیجه مذاکرات/ سفته بازان و رسانه های بیگانه در صدد تحریک انتظارات صعودیواکنش عجولانه بازار ارز به نتیجه مذاکرات/ سفته بازان و رسانه های بیگانه در صدد تحریک انتظارات صعودیقیمت دلار امروز و در واکنش به پایان دور جدید مذاکرات احیای برجام در حالی صعودی شده است که به اعتقاد کارشناسان احتمال بروز شوک ناگهانی به بازار ارز کشور بسیار بعید است.
17,واشنگتن‌فری بیکن: آمریکا معافیت عراق برای واردات انرژی از ایران را تمدید کردواشنگتن فری‌بیکن: آمریکا معافیت عراق برای واردات انرژی از ایران را تمدید کردمنابع خبری گزارش دادند که آمریکا معافیت عراق از تحریم‌های تحمیل‌شده ضد ایران، جهت خرید برق از این کشور را به‌مدت ۱۲۰ روز دیگر تمدید کرده است.
23,نشست چارچوب هماهنگی گروه‌های شیعی با صدر ؛ سرآغازی برای توافق و اتحادنشست چارچوب هماهنگی گروه‌های شیعی با صدر؛ سرآغازی برای توافق و اتحادنشست چند روز قبل میان چارچوب هماهنگی گروه‌های شیعی با رهبر جریان صدر، سرآغازی برای نشست‌های بعدی و توافق و اتحاد میان سران شیعی است.
52,تهران- ایرنا-نایب رییس کمیسیون امنیت ملی و سیاست خارجی مجلس گفت: بنده به تیمی که به مذاکرات هسته ای اعزام می‌شوند امیدواری زیادی دارم چرا که متشکل از نیروهای خلاق، معتقد به مبانی انقلاب اسلامی و پایبند به اصول انقلاب اسلامی،اهل تجربه و سابقه و... هستند.ابراهیم عزیزی در گفت و گو با خبرنگار سیاسی ایرنا، در خصوص تیم جدید مذاکرات هسته‌ای و گام جدی این تیم برای حضور در مذاکرات برای دفاع از حقوق مردم ایران اظهار داشت:یقینا تیم مذاکره کننده تلاش حداکثری برای صیانت از حقوق ملت ایران خواهد کرد و فقط توافقی را مورد تایید قرار می‌دهد که به نفع جمهوری اسلامی ایران باشد و توافق بد جزو اهدافش نیست.وی ادامه داد: نباید از یاد برد که طرف مقابل مذاکرات هسته‌ای یعنی اروپایی‌ها به دلیل وابستگی سیاست‌هایشان به نظام سلطه مورد اعتماد نیستند و باید مذاکرات برجام به طور دقیق صورت بگیرد.عزیزی افزود: تیم جدید مذاکرات هسته‌ای با یک رویکرد جدید عازم وین می‌شوند تا مذاکرات برجامی را با روش جدیدی ادامه دهند و قطعا این تیم بر مبنای منافع ملی و راهبردها و چهارچوب‌های مشخص کشور در این مذاکرات حضور پیدا می کند.نایب رییس کمیسیون امنیت ملی و سیاست خارجی مجلس خاطر نشان کرد: تیم جدید مذاکره کننده هسته ای ایران به دلیل برخوردار بودن از روحیه انقلابی، هیچ گونه باج خواهی را نخواهد پذیرفت و در تلاش است که با اخذ ضمانت‌های اجرایی در خصوص لغو تحریم ها و همچنین راستی آزمایی، در راستای احقاق حقوق ملت گام بردارد و در این مذاکرات، با عزت و اقتدار ورود پیدا کنند. وی در پایان تاکید کرد: مجلس شورای اسلامی با تصویب قانون لغو تحریم ها و صیانت از حقوق ملت ایران، برای تیم مذاکرات هسته ای و دستگاه دپیلماسی تولید اقتدار و قدرت کرده است و آنها با دستان پر به میدان مذاکرات می روند و باید تلاش کنند که از این فرصت پیش آمده، بیشترین بهره برداری را برای مردم ایران داشته باشند.
